X_Goal,Y_Goal,X_Pos,Y_Pos
-0.5709,-0.538144,0.0170778,-0.529999
-0.5709,-0.538144,0.0119114,-0.531587
-0.5709,-0.538144,0.00672208,-0.533099
-0.5709,-0.538144,0.00184064,-0.534458
-0.5709,-0.538144,-0.00310664,-0.535791
-0.5709,-0.538144,-0.00807111,-0.537062
-0.5709,-0.538144,-0.0130779,-0.538283
-0.5709,-0.538144,-0.0181016,-0.539436
-0.5709,-0.538144,-0.0228438,-0.540466
-0.5709,-0.538144,-0.0276239,-0.541461
-0.5709,-0.538144,-0.032415,-0.542403
-0.5709,-0.538144,-0.0372435,-0.543298
-0.5709,-0.538144,-0.042083,-0.544134
-0.5709,-0.538144,-0.0466152,-0.544869
-0.5709,-0.538144,-0.0512094,-0.545584
-0.5709,-0.538144,-0.0558863,-0.546258
-0.5709,-0.538144,-0.0605698,-0.54688
-0.5709,-0.538144,-0.0649359,-0.547416
-0.5709,-0.538144,-0.0693796,-0.547928
-0.5709,-0.538144,-0.0739004,-0.548404
-0.5709,-0.538144,-0.0784254,-0.548832
-0.5709,-0.538144,-0.0829548,-0.549214
-0.5709,-0.538144,-0.0869737,-0.549518
-0.5709,-0.538144,-0.0911397,-0.549817
-0.5709,-0.538144,-0.0954589,-0.550089
-0.5709,-0.538144,-0.0997798,-0.550318
-0.5709,-0.538144,-0.103873,-0.550499
-0.5709,-0.538144,-0.107968,-0.55065
-0.5709,-0.538144,-0.110909,-0.550736
-0.5709,-0.538144,-0.113488,-0.550791
-0.5709,-0.538144,-0.117222,-0.550837
-0.5709,-0.538144,-0.121311,-0.550853
-0.5709,-0.538144,-0.1254,-0.550841
-0.5709,-0.538144,-0.129213,-0.550803
-0.5709,-0.538144,-0.133026,-0.550733
-0.5709,-0.538144,-0.136934,-0.550633
-0.5709,-0.538144,-0.140841,-0.550511
-0.5709,-0.538144,-0.144544,-0.55037
-0.5709,-0.538144,-0.148244,-0.550203
-0.5709,-0.538144,-0.150796,-0.550069
-0.5709,-0.538144,-0.153108,-0.549932
-0.5709,-0.538144,-0.156571,-0.549708
-0.5709,-0.538144,-0.16026,-0.549447
-0.5709,-0.538144,-0.163948,-0.549162
-0.5709,-0.538144,-0.167377,-0.548876
-0.5709,-0.538144,-0.170805,-0.548577
-0.5709,-0.538144,-0.174326,-0.548252
-0.5709,-0.538144,-0.177845,-0.547907
-0.5709,-0.538144,-0.18108,-0.547572
-0.5709,-0.538144,-0.184407,-0.547219
-0.5709,-0.538144,-0.187733,-0.546849
-0.5709,-0.538144,-0.189816,-0.54661
-0.5709,-0.538144,-0.191812,-0.546373
-0.5709,-0.538144,-0.193807,-0.546126
-0.5709,-0.538144,-0.196878,-0.545728
-0.5709,-0.538144,-0.200137,-0.545292
-0.5709,-0.538144,-0.203264,-0.544862
-0.5709,-0.538144,-0.20639,-0.544417
-0.5709,-0.538144,-0.208705,-0.544077
-0.5709,-0.538144,-0.210888,-0.543753
-0.5709,-0.538144,-0.21411,-0.543262
-0.5709,-0.538144,-0.217199,-0.542782
-0.5709,-0.538144,-0.220286,-0.542287
-0.5709,-0.538144,-0.223273,-0.541799
-0.5709,-0.538144,-0.226129,-0.541329
-0.5709,-0.538144,-0.227976,-0.54102
-0.5709,-0.538144,-0.229387,-0.540782
-0.5709,-0.538144,-0.231936,-0.54034
-0.5709,-0.538144,-0.234825,-0.53983
-0.5709,-0.538144,-0.237713,-0.539312
-0.5709,-0.538144,-0.240436,-0.538821
-0.5709,-0.538144,-0.243132,-0.538349
-0.5709,-0.538144,-0.24523,-0.537988
-0.5709,-0.538144,-0.24676,-0.537723
-0.5709,-0.538144,-0.248288,-0.537453
-0.5709,-0.538144,-0.250951,-0.536974
-0.5709,-0.538144,-0.253656,-0.536479
-0.5709,-0.538144,-0.256203,-0.536006
-0.5709,-0.538144,-0.258793,-0.535523
-0.5709,-0.538144,-0.261383,-0.535039
-0.5709,-0.538144,-0.263097,-0.534716
-0.5709,-0.538144,-0.264852,-0.534379
-0.5709,-0.538144,-0.26735,-0.533894
-0.5709,-0.538144,-0.26989,-0.533396
-0.5709,-0.538144,-0.272428,-0.532894
-0.5709,-0.538144,-0.274761,-0.532432
-0.5709,-0.538144,-0.27711,-0.531982
-0.5709,-0.538144,-0.278843,-0.531657
-0.5709,-0.538144,-0.280063,-0.531428
-0.5709,-0.538144,-0.282399,-0.530982
-0.5709,-0.538144,-0.28479,-0.530521
-0.5709,-0.538144,-0.287037,-0.530079
-0.5709,-0.538144,-0.289337,-0.529614
-0.5709,-0.538144,-0.290934,-0.529283
-0.5709,-0.538144,-0.292574,-0.528943
-0.5709,-0.538144,-0.294213,-0.528598
-0.5709,-0.538144,-0.296417,-0.528132
-0.5709,-0.538144,-0.298665,-0.527658
-0.5709,-0.538144,-0.300815,-0.527204
-0.5709,-0.538144,-0.302964,-0.526746
-0.5709,-0.538144,-0.304483,-0.526421
-0.5709,-0.538144,-0.305946,-0.526109
-0.5709,-0.538144,-0.307409,-0.525796
-0.5709,-0.538144,-0.309404,-0.525371
-0.5709,-0.538144,-0.311516,-0.524935
-0.5709,-0.538144,-0.313437,-0.524545
-0.5709,-0.538144,-0.315473,-0.524128
-0.5709,-0.538144,-0.316776,-0.523859
-0.5709,-0.538144,-0.318195,-0.523566
-0.5709,-0.538144,-0.319612,-0.523271
-0.5709,-0.538144,-0.321504,-0.522876
-0.5709,-0.538144,-0.323509,-0.522455
-0.5709,-0.538144,-0.325428,-0.522051
-0.5709,-0.538144,-0.327347,-0.521648
-0.5709,-0.538144,-0.329266,-0.521245
-0.5709,-0.538144,-0.330905,-0.520904
-0.5709,-0.538144,-0.332169,-0.520651
-0.5709,-0.538144,-0.33362,-0.520372
-0.5709,-0.538144,-0.335512,-0.520009
-0.5709,-0.538144,-0.337403,-0.519644
-0.5709,-0.538144,-0.339176,-0.519302
-0.5709,-0.538144,-0.340949,-0.518956
-0.5709,-0.538144,-0.342721,-0.518609
-0.5709,-0.538144,-0.34395,-0.518365
-0.5709,-0.538144,-0.344909,-0.51817
-0.5709,-0.538144,-0.346446,-0.51785
-0.5709,-0.538144,-0.348206,-0.517481
-0.5709,-0.538144,-0.349967,-0.517112
-0.5709,-0.538144,-0.351615,-0.516767
-0.5709,-0.538144,-0.353264,-0.516424
-0.5709,-0.538144,-0.354206,-0.51623
-0.5709,-0.538144,-0.355879,-0.515884
-0.5709,-0.538144,-0.357553,-0.515539
-0.5709,-0.538144,-0.359226,-0.515194
-0.5709,-0.538144,-0.360788,-0.514874
-0.5709,-0.538144,-0.361797,-0.514668
-0.5709,-0.538144,-0.362693,-0.514484
-0.5709,-0.538144,-0.363589,-0.5143
-0.5709,-0.538144,-0.365286,-0.513953
-0.5709,-0.538144,-0.36687,-0.513629
-0.5709,-0.538144,-0.368494,-0.513301
-0.5709,-0.538144,-0.370007,-0.513002
-0.5709,-0.538144,-0.371522,-0.512711
-0.5709,-0.538144,-0.372682,-0.512492
-0.5709,-0.538144,-0.373708,-0.512299
-0.5709,-0.538144,-0.375338,-0.511991
-0.5709,-0.538144,-0.376835,-0.511707
-0.5709,-0.538144,-0.378263,-0.511438
-0.5709,-0.538144,-0.379693,-0.511168
-0.5709,-0.538144,-0.380869,-0.510945
-0.5709,-0.538144,-0.381844,-0.510757
-0.5709,-0.538144,-0.38326,-0.51048
-0.5709,-0.538144,-0.384678,-0.510205
-0.5709,-0.538144,-0.386034,-0.509944
-0.5709,-0.538144,-0.387391,-0.509685
-0.5709,-0.538144,-0.388748,-0.509429
-0.5709,-0.538144,-0.389805,-0.509233
-0.5709,-0.538144,-0.390701,-0.509073
-0.5709,-0.538144,-0.391908,-0.508866
-0.5709,-0.538144,-0.393248,-0.508638
-0.5709,-0.538144,-0.394536,-0.508421
-0.5709,-0.538144,-0.395825,-0.508203
-0.5709,-0.538144,-0.396694,-0.508056
-0.5709,-0.538144,-0.397621,-0.507895
-0.5709,-0.538144,-0.398751,-0.507694
-0.5709,-0.538144,-0.400025,-0.507472
-0.5709,-0.538144,-0.401247,-0.507261
-0.5709,-0.538144,-0.402468,-0.507053
-0.5709,-0.538144,-0.403337,-0.506909
-0.5709,-0.538144,-0.404187,-0.506774
-0.5709,-0.538144,-0.405257,-0.506615
-0.5709,-0.538144,-0.406475,-0.506436
-0.5709,-0.538144,-0.407646,-0.506264
-0.5709,-0.538144,-0.408818,-0.506093
-0.5709,-0.538144,-0.409669,-0.505967
-0.5709,-0.538144,-0.410516,-0.505839
-0.5709,-0.538144,-0.411361,-0.505704
-0.5709,-0.538144,-0.412317,-0.505546
-0.5709,-0.538144,-0.413464,-0.505359
-0.5709,-0.538144,-0.414565,-0.505182
-0.5709,-0.538144,-0.415666,-0.505008
-0.5709,-0.538144,-0.416503,-0.504878
-0.5709,-0.538144,-0.417292,-0.504756
-0.5709,-0.538144,-0.418385,-0.504589
-0.5709,-0.538144,-0.419479,-0.504425
-0.5709,-0.538144,-0.420573,-0.504264
-0.5709,-0.538144,-0.421592,-0.504115
-0.5709,-0.538144,-0.421969,-0.504061
-0.5709,-0.538144,-0.422527,-0.503985
-0.5709,-0.538144,-0.423545,-0.503852
-0.5709,-0.538144,-0.424592,-0.503718
-0.5709,-0.538144,-0.425639,-0.503585
-0.5709,-0.538144,-0.426621,-0.503463
-0.5709,-0.538144,-0.427247,-0.503385
-0.5709,-0.538144,-0.427836,-0.503311
-0.5709,-0.538144,-0.428424,-0.503234
-0.5709,-0.538144,-0.429428,-0.503101
-0.5709,-0.538144,-0.430419,-0.502973
-0.5709,-0.538144,-0.431371,-0.502853
-0.5709,-0.538144,-0.432322,-0.502734
-0.5709,-0.538144,-0.433274,-0.502619
-0.5709,-0.538144,-0.433972,-0.502537
-0.5709,-0.538144,-0.434915,-0.502433
-0.5709,-0.538144,-0.435859,-0.50233
-0.5709,-0.538144,-0.436762,-0.502234
-0.5709,-0.538144,-0.437666,-0.502139
-0.5709,-0.538144,-0.438339,-0.502069
-0.5709,-0.538144,-0.438972,-0.502001
-0.5709,-0.538144,-0.439907,-0.501898
-0.5709,-0.538144,-0.440804,-0.501803
-0.5709,-0.538144,-0.44166,-0.501715
-0.5709,-0.538144,-0.442517,-0.501629
-0.5709,-0.538144,-0.443179,-0.501565
-0.5709,-0.538144,-0.44376,-0.501513
-0.5709,-0.538144,-0.444694,-0.501437
-0.5709,-0.538144,-0.445548,-0.501369
-0.5709,-0.538144,-0.446365,-0.501305
-0.5709,-0.538144,-0.447183,-0.501243
-0.5709,-0.538144,-0.44787,-0.501191
-0.5709,-0.538144,-0.448687,-0.501129
-0.5709,-0.538144,-0.449503,-0.501066
-0.5709,-0.538144,-0.450321,-0.501007
-0.5709,-0.538144,-0.451078,-0.500954
-0.5709,-0.538144,-0.451836,-0.500903
-0.5709,-0.538144,-0.452275,-0.500875
-0.5709,-0.538144,-0.452654,-0.500853
-0.5709,-0.538144,-0.453484,-0.500811
-0.5709,-0.538144,-0.454255,-0.500774
-0.5709,-0.538144,-0.454996,-0.500739
-0.5709,-0.538144,-0.455738,-0.500706
-0.5709,-0.538144,-0.456367,-0.500678
-0.5709,-0.538144,-0.456908,-0.500652
-0.5709,-0.538144,-0.457728,-0.50061
-0.5709,-0.538144,-0.45846,-0.500575
-0.5709,-0.538144,-0.459157,-0.500544
-0.5709,-0.538144,-0.459853,-0.500514
-0.5709,-0.538144,-0.460435,-0.500492
-0.5709,-0.538144,-0.461134,-0.50047
-0.5709,-0.538144,-0.461834,-0.50045
-0.5709,-0.538144,-0.462503,-0.500432
-0.5709,-0.538144,-0.463014,-0.500419
-0.5709,-0.538144,-0.463493,-0.500405
-0.5709,-0.538144,-0.464169,-0.500383
-0.5709,-0.538144,-0.464839,-0.500363
-0.5709,-0.538144,-0.465479,-0.500346
-0.5709,-0.538144,-0.466118,-0.500331
-0.5709,-0.538144,-0.466588,-0.500322
-0.5709,-0.538144,-0.467021,-0.500316
-0.5709,-0.538144,-0.467454,-0.500315
-0.5709,-0.538144,-0.468123,-0.500317
-0.5709,-0.538144,-0.468757,-0.500321
-0.5709,-0.538144,-0.469363,-0.500325
-0.5709,-0.538144,-0.469969,-0.500331
-0.5709,-0.538144,-0.470461,-0.500336
-0.5709,-0.538144,-0.47089,-0.500339
-0.5709,-0.538144,-0.471516,-0.50034
-0.5709,-0.538144,-0.472116,-0.500343
-0.5709,-0.538144,-0.472688,-0.500348
-0.5709,-0.538144,-0.473259,-0.500353
-0.5709,-0.538144,-0.473695,-0.50036
-0.5709,-0.538144,-0.474075,-0.500368
-0.5709,-0.538144,-0.474699,-0.500387
-0.5709,-0.538144,-0.475268,-0.500406
-0.5709,-0.538144,-0.475813,-0.500425
-0.5709,-0.538144,-0.476359,-0.500445
-0.5709,-0.538144,-0.476904,-0.500465
-0.5709,-0.538144,-0.477382,-0.500484
-0.5709,-0.538144,-0.477754,-0.500497
-0.5709,-0.538144,-0.4783,-0.500512
-0.5709,0.4965,-0.478833,-0.500528
-0.5709,0.4965,-0.478846,-0.500529
-0.5709,0.4965,-0.478845,-0.500528
-0.5709,0.4965,-0.480011,-0.500568
-0.5709,0.4965,-0.482332,-0.500646
-0.5709,0.4965,-0.485809,-0.500766
-0.5709,0.4965,-0.490441,-0.500926
-0.5709,0.4965,-0.495745,-0.501104
-0.5709,0.4965,-0.501636,-0.501273
-0.5709,0.4965,-0.508115,-0.5014
-0.5709,0.4965,-0.5151,-0.501445
-0.5709,0.4965,-0.52267,-0.50136
-0.5709,0.4965,-0.530911,-0.501091
-0.5709,0.4965,-0.539726,-0.500583
-0.5709,0.4965,-0.549096,-0.49977
-0.5709,0.4965,-0.55882,-0.498604
-0.5709,0.4965,-0.568498,-0.497106
-0.5709,0.4965,-0.577877,-0.495329
-0.5709,0.4965,-0.58719,-0.493235
-0.5709,0.4965,-0.596638,-0.490773
-0.5709,0.4965,-0.605998,-0.487992
-0.5709,0.4965,-0.615258,-0.484896
-0.5709,0.4965,-0.624269,-0.481551
-0.5709,0.4965,-0.63315,-0.477953
-0.5709,0.4965,-0.641121,-0.474432
-0.5709,0.4965,-0.648703,-0.470781
-0.5709,0.4965,-0.657024,-0.466423
-0.5709,0.4965,-0.665379,-0.461701
-0.5709,0.4965,-0.673585,-0.456722
-0.5709,0.4965,-0.681396,-0.451631
-0.5709,0.4965,-0.689028,-0.446275
-0.5709,0.4965,-0.69656,-0.440622
-0.5709,0.4965,-0.703936,-0.434767
-0.5709,0.4965,-0.711141,-0.428703
-0.5709,0.4965,-0.717897,-0.422671
-0.5709,0.4965,-0.724454,-0.416425
-0.5709,0.4965,-0.730917,-0.409892
-0.5709,0.4965,-0.737212,-0.403199
-0.5709,0.4965,-0.74314,-0.396534
-0.5709,0.4965,-0.748865,-0.389693
-0.5709,0.4965,-0.754384,-0.382686
-0.5709,0.4965,-0.759712,-0.375529
-0.5709,0.4965,-0.764798,-0.368366
-0.5709,0.4965,-0.769672,-0.361056
-0.5709,0.4965,-0.773886,-0.354355
-0.5709,0.4965,-0.777762,-0.347837
-0.5709,0.4965,-0.781938,-0.34042
-0.5709,0.4965,-0.785925,-0.332898
-0.5709,0.4965,-0.789732,-0.325285
-0.5709,0.4965,-0.793356,-0.317581
-0.5709,0.4965,-0.796324,-0.310848
-0.5709,0.4965,-0.799055,-0.304208
-0.5709,0.4965,-0.801977,-0.296589
-0.5709,0.4965,-0.804779,-0.288781
-0.5709,0.4965,-0.807319,-0.281218
-0.5709,0.4965,-0.809679,-0.273596
-0.5709,0.4965,-0.811894,-0.265857
-0.5709,0.4965,-0.813967,-0.258078
-0.5709,0.4965,-0.815798,-0.250598
-0.5709,0.4965,-0.817465,-0.243081
-0.5709,0.4965,-0.81897,-0.235529
-0.5709,0.4965,-0.820329,-0.227931
-0.5709,0.4965,-0.821576,-0.220314
-0.5709,0.4965,-0.822639,-0.213022
-0.5709,0.4965,-0.823552,-0.20571
-0.5709,0.4965,-0.82432,-0.198383
-0.5709,0.4965,-0.824956,-0.191019
-0.5709,0.4965,-0.825491,-0.183649
-0.5709,0.4965,-0.825886,-0.176618
-0.5709,0.4965,-0.826147,-0.169581
-0.5709,0.4965,-0.826281,-0.162541
-0.5709,0.4965,-0.826296,-0.155476
-0.5709,0.4965,-0.826222,-0.148412
-0.5709,0.4965,-0.826052,-0.141693
-0.5709,0.4965,-0.825764,-0.134978
-0.5709,0.4965,-0.825364,-0.128178
-0.5709,0.4965,-0.824872,-0.121383
-0.5709,0.4965,-0.824308,-0.114934
-0.5709,0.4965,-0.823641,-0.108494
-0.5709,0.4965,-0.822868,-0.101977
-0.5709,0.4965,-0.822014,-0.0954709
-0.5709,0.4965,-0.821075,-0.0889759
-0.5709,0.4965,-0.820127,-0.0829913
-0.5709,0.4965,-0.819091,-0.0770216
-0.5709,0.4965,-0.817938,-0.0708747
-0.5709,0.4965,-0.816716,-0.0647411
-0.5709,0.4965,-0.815483,-0.0589333
-0.5709,0.4965,-0.814169,-0.0531433
-0.5709,0.4965,-0.812778,-0.0473715
-0.5709,0.4965,-0.811311,-0.0415978
-0.5709,0.4965,-0.809794,-0.0358372
-0.5709,0.4965,-0.808221,-0.0300911
-0.5709,0.4965,-0.806718,-0.024812
-0.5709,0.4965,-0.805148,-0.019552
-0.5709,0.4965,-0.803464,-0.0141352
-0.5709,0.4965,-0.801729,-0.00873427
-0.5709,0.4965,-0.79994,-0.00335091
-0.5709,0.4965,-0.798241,0.00159115
-0.5709,0.4965,-0.796487,0.00651377
-0.5709,0.4965,-0.794679,0.0114165
-0.5709,0.4965,-0.79278,0.0164111
-0.5709,0.4965,-0.790847,0.0213925
-0.5709,0.4965,-0.788975,0.0261002
-0.5709,0.4965,-0.787053,0.0307879
-0.5709,0.4965,-0.785086,0.0354563
-0.5709,0.4965,-0.783069,0.0401248
-0.5709,0.4965,-0.781023,0.0447805
-0.5709,0.4965,-0.77905,0.0491766
-0.5709,0.4965,-0.777037,0.0535538
-0.5709,0.4965,-0.774956,0.0579789
-0.5709,0.4965,-0.772846,0.0623898
-0.5709,0.4965,-0.770814,0.0665529
-0.5709,0.4965,-0.768748,0.0706986
-0.5709,0.4965,-0.766619,0.0748887
-0.5709,0.4965,-0.764465,0.0790661
-0.5709,0.4965,-0.762284,0.0832298
-0.5709,0.4965,-0.760253,0.0870473
-0.5709,0.4965,-0.758192,0.0908492
-0.5709,0.4965,-0.756035,0.0947648
-0.5709,0.4965,-0.753856,0.0986692
-0.5709,0.4965,-0.751657,0.102561
-0.5709,0.4965,-0.74961,0.106133
-0.5709,0.4965,-0.747539,0.109691
-0.5709,0.4965,-0.745378,0.113355
-0.5709,0.4965,-0.743199,0.117009
-0.5709,0.4965,-0.741116,0.120462
-0.5709,0.4965,-0.739011,0.123902
-0.5709,0.4965,-0.737495,0.126349
-0.5709,0.4965,-0.736148,0.128497
-0.5709,0.4965,-0.734174,0.131614
-0.5709,0.4965,-0.732006,0.135005
-0.5709,0.4965,-0.729911,0.138245
-0.5709,0.4965,-0.727804,0.141477
-0.5709,0.4965,-0.726285,0.143787
-0.5709,0.4965,-0.724787,0.146044
-0.5709,0.4965,-0.723278,0.148293
-0.5709,0.4965,-0.721187,0.151381
-0.5709,0.4965,-0.719052,0.154516
-0.5709,0.4965,-0.716909,0.157646
-0.5709,0.4965,-0.714944,0.160497
-0.5709,0.4965,-0.71293,0.16339
-0.5709,0.4965,-0.71085,0.166357
-0.5709,0.4965,-0.708762,0.16932
-0.5709,0.4965,-0.706774,0.172125
-0.5709,0.4965,-0.704776,0.174922
-0.5709,0.4965,-0.703403,0.176829
-0.5709,0.4965,-0.702123,0.178594
-0.5709,0.4965,-0.700166,0.181283
-0.5709,0.4965,-0.698139,0.184053
-0.5709,0.4965,-0.696103,0.186817
-0.5709,0.4965,-0.694265,0.189302
-0.5709,0.4965,-0.692364,0.191871
-0.5709,0.4965,-0.690459,0.194438
-0.5709,0.4965,-0.689303,0.195992
-0.5709,0.4965,-0.688337,0.197288
-0.5709,0.4965,-0.686676,0.199505
-0.5709,0.4965,-0.684751,0.202063
-0.5709,0.4965,-0.682823,0.204618
-0.5709,0.4965,-0.681011,0.207024
-0.5709,0.4965,-0.679225,0.209425
-0.5709,0.4965,-0.677451,0.211836
-0.5709,0.4965,-0.676107,0.21368
-0.5709,0.4965,-0.675111,0.21505
-0.5709,0.4965,-0.67343,0.217348
-0.5709,0.4965,-0.671661,0.219761
-0.5709,0.4965,-0.669885,0.22217
-0.5709,0.4965,-0.668305,0.224304
-0.5709,0.4965,-0.666632,0.22655
-0.5709,0.4965,-0.665669,0.227834
-0.5709,0.4965,-0.66474,0.229067
-0.5709,0.4965,-0.663811,0.230299
-0.5709,0.4965,-0.662184,0.232447
-0.5709,0.4965,-0.660488,0.234683
-0.5709,0.4965,-0.658794,0.23692
-0.5709,0.4965,-0.657206,0.239015
-0.5709,0.4965,-0.656171,0.24038
-0.5709,0.4965,-0.655245,0.241602
-0.5709,0.4965,-0.653657,0.2437
-0.5709,0.4965,-0.652052,0.245832
-0.5709,0.4965,-0.650533,0.247858
-0.5709,0.4965,-0.648987,0.249912
-0.5709,0.4965,-0.647442,0.251966
-0.5709,0.4965,-0.646401,0.253349
-0.5709,0.4965,-0.645141,0.255029
-0.5709,0.4965,-0.643641,0.257059
-0.5709,0.4965,-0.642159,0.259103
-0.5709,0.4965,-0.640699,0.261142
-0.5709,0.4965,-0.639311,0.263076
-0.5709,0.4965,-0.638456,0.264267
-0.5709,0.4965,-0.637677,0.265354
-0.5709,0.4965,-0.636898,0.266439
-0.5709,0.4965,-0.635469,0.268427
-0.5709,0.4965,-0.634071,0.270365
-0.5709,0.4965,-0.632694,0.272269
-0.5709,0.4965,-0.631355,0.274127
-0.5709,0.4965,-0.630016,0.275985
-0.5709,0.4965,-0.629066,0.277304
-0.5709,0.4965,-0.628156,0.278577
-0.5709,0.4965,-0.626816,0.280455
-0.5709,0.4965,-0.625514,0.282287
-0.5709,0.4965,-0.624269,0.284039
-0.5709,0.4965,-0.623026,0.285793
-0.5709,0.4965,-0.621784,0.287548
-0.5709,0.4965,-0.620845,0.288881
-0.5709,0.4965,-0.62003,0.29005
-0.5709,0.4965,-0.619221,0.291223
-0.5709,0.4965,-0.617935,0.293102
-0.5709,0.4965,-0.61675,0.294838
-0.5709,0.4965,-0.615566,0.296575
-0.5709,0.4965,-0.614466,0.298192
-0.5709,0.4965,-0.613368,0.29981
