q_diag,r_diag,horizon,tolerance,dt_
1,1,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
3,3,3.05011,2.64526,-2.97644,-2.4593
3,3,3.06339,2.65622,-2.97644,-2.44419
3,3,3.07562,2.66661,-2.97644,-2.43044
3,3,3.08706,2.6766,-2.97644,-2.41718
3,3,3.09741,2.68587,-2.97644,-2.40522
3,3,3.10388,2.69179,-2.97644,-2.39749
3,3,3.11291,2.70019,-2.97644,-2.38649
3,3,3.11849,2.70548,-2.97644,-2.37936
3,3,3.12638,2.7131,-2.97644,-2.36899
3,3,3.13138,2.71801,-2.97644,-2.36206
3,3,3.13829,2.72491,-2.97644,-2.35219
3,3,3.14464,2.73137,-2.97644,-2.34282
3,3,3.15066,2.7376,-2.97644,-2.33351
3,3,3.15442,2.74156,-2.97644,-2.32753
3,3,3.1596,2.7471,-2.97644,-2.31899
3,3,3.16291,2.75069,-2.97644,-2.31318
3,3,3.16749,2.75573,-2.97644,-2.3049
3,3,3.17182,2.76056,-2.97644,-2.29677
3,3,3.17453,2.76363,-2.97644,-2.2917
3,3,3.17711,2.76659,-2.97644,-2.28668
3,3,3.17958,2.76944,-2.97644,-2.28169
3,3,3.18196,2.77222,-2.97644,-2.27682
3,3,3.18423,2.7749,-2.97644,-2.27209
3,3,3.18638,2.77746,-2.97644,-2.26763
3,3,3.18842,2.7799,-2.97644,-2.26329
3,3,3.1904,2.7823,-2.97644,-2.25903
3,3,3.1932,2.78573,-2.97644,-2.25302
3,3,3.19579,2.78894,-2.97644,-2.2476
3,3,3.19663,2.78999,-2.97644,-2.24582
3,3,3.19902,2.79298,-2.97644,-2.24091
3,3,3.20052,2.79489,-2.97644,-2.23789
3,3,3.20197,2.79673,-2.97644,-2.23513
3,3,3.20266,2.79761,-2.97644,-2.23386
3,3,3.20399,2.79932,-2.97644,-2.23158
3,3,3.2059,2.80179,-2.97644,-2.22857
3,3,3.20766,2.80407,-2.97644,-2.22648
3,3,3.20877,2.80551,-2.97644,-2.22561
3,3,3.2098,2.80685,-2.97644,-2.22541
3,3,3.21126,2.80876,-2.97644,-2.22621
3,3,3.21213,2.80989,-2.97644,-2.22765
3,3,3.21296,2.81096,-2.97644,-2.23015
3,3,3.21404,2.81235,-2.97644,-2.23695
3,3,3.21493,2.81347,-2.97644,-2.24845
3,3,3.22138,2.82151,-2.97644,-2.24254
3,3,3.22639,2.82784,-2.97644,-2.24267
3,3,3.22868,2.83065,-2.97644,-2.27079
3,3,3.23051,2.83268,-2.97644,-2.35515
3,3,3.2289,2.83131,-2.97644,-2.47875
3,3,3.22519,2.82867,-2.97644,-2.56925
3,3,3.21749,2.8244,-2.97644,-2.69293
3,3,3.21426,2.82291,-2.97644,-2.73044
3,3,3.1995,2.81764,-2.97644,-2.86424
3,3,3.19124,2.81554,-2.97644,-2.9221
3,3,3.18237,2.81378,-2.97644,-2.96975
3,3,3.16876,2.81185,-2.97644,-3.03101
3,3,3.15509,2.81071,-2.97644,-3.08498
3,3,3.14615,2.81035,-2.97644,-3.12307
3,3,3.13292,2.81037,-2.97644,3.12115
3,3,3.1197,2.81094,-2.97644,3.06304
3,3,3.10643,2.81276,-2.97644,2.93198
3,3,3.09359,2.81658,-2.97644,2.77219
3,3,3.08487,2.82049,-2.97644,2.66586
3,3,3.07233,2.82825,-2.97644,2.50632
3,3,3.06095,2.8381,-2.97644,2.34676
3,3,3.05139,2.8495,-2.97644,2.18721
3,3,3.04399,2.86187,-2.97644,2.02767
3,3,3.03776,2.87876,-2.97644,1.81494
3,3,3.03617,2.88688,-2.97644,1.70858
3,3,3.03551,2.8944,-2.97644,1.60222
3,3,3.03597,2.90483,-2.97644,1.44269
3,3,3.03701,2.91064,-2.97644,1.33633
3,3,3.03936,2.91797,-2.97644,1.1768
3,3,3.04347,2.92598,-2.97644,1.01727
3,3,3.04681,2.93039,-2.97644,0.80458
3,3,3.04824,2.93171,-2.97644,0.645052
3,3,3.0488,2.9321,-2.97644,0.485528
3,3,3.0481,2.93184,-2.97644,0.326007
3,3,3.047,2.93155,-2.97644,0.219662
3,3,3.04458,2.93125,-2.97644,0.0601466
3,3,3.04352,2.93122,-2.97644,0.00697506
3,3,3.03996,2.93152,-2.97644,-0.152537
3,3,3.03579,2.93253,-2.97644,-0.312049
3,3,3.03145,2.93435,-2.97644,-0.471562
3,3,3.02718,2.93701,-2.97644,-0.631068
3,3,3.0233,2.94038,-2.97644,-0.790574
3,3,3.02001,2.94431,-2.97644,-0.95008
3,3,3.01824,2.94712,-2.97644,-1.05641
3,3,3.0168,2.95004,-2.97644,-1.16274
3,3,3.01535,2.95438,-2.97644,-1.32224
3,3,3.0148,2.95723,-2.97644,-1.42857
3,3,3.01458,2.95986,-2.97644,-1.5349
3,3,3.01461,2.95917,-2.97644,-1.63579
3,3,3.01486,2.96127,-2.97644,-1.7278
3,3,3.01531,2.9634,-2.97644,-1.81241
3,3,3.01618,2.96617,-2.97644,-1.92937
3,3,3.01682,2.96769,-2.97644,-1.99782
3,3,3.01772,2.96943,-2.97644,-2.0879
3,3,3.01854,2.97073,-2.97644,-2.16749
3,3,3.01904,2.97141,-2.97644,-2.21623
3,3,3.01969,2.97221,-2.97644,-2.28437
3,3,3.02002,2.97256,-2.97644,-2.32564
3,3,3.0203,2.97284,-2.97644,-2.36531
3,3,3.02048,2.973,-2.97644,-2.4017
3,3,3.02066,2.97315,-2.97644,-2.45382
3,3,3.02071,2.97318,-2.97644,-2.48672
3,3,3.02066,2.97315,-2.97644,-2.53258
3,3,3.02057,2.97307,-2.97644,-2.56106
3,3,3.02033,2.97292,-2.97644,-2.6007
3,3,3.02013,2.9728,-2.97644,-2.62604
3,3,3.01988,2.97266,-2.97644,-2.64922
3,3,3.01945,2.97243,-2.97644,-2.6817
3,3,3.01914,2.97227,-2.97644,-2.70185
3,3,3.01863,2.97204,-2.97644,-2.73055
3,3,3.01828,2.97189,-2.97644,-2.74823
3,3,3.0179,2.97174,-2.97644,-2.76489
0,2.5,3.01733,2.97151,2.1588,-2.78778
0,2.5,3.01504,2.97076,2.1588,-2.85476
0,2.5,3.00342,2.96793,2.1588,-2.9422
0,2.5,2.98986,2.96562,2.1588,-3.00137
0,2.5,2.94862,2.96242,2.1588,-3.11947
0,2.5,2.90558,2.96342,2.1588,3.07587
0,2.5,2.85265,2.96925,2.1588,2.98958
0,2.5,2.79113,2.9814,2.1588,2.90926
0,2.5,2.74954,2.99181,2.1588,2.88821
0,2.5,2.70708,3.00279,2.1588,2.89221
0,2.5,2.66234,3.01376,2.1588,2.91268
0,2.5,2.58936,3.02891,2.1588,2.9654
0,2.5,2.53665,3.03709,2.1588,3.00764
0,2.5,2.45563,3.04625,2.1588,3.04164
0,2.5,2.40151,3.0518,2.1588,3.03504
0,2.5,2.34742,3.05779,2.1588,3.02757
0,2.5,2.26637,3.06728,2.1588,3.02389
0,2.5,2.18533,3.0768,2.1588,3.02574
0,2.5,2.10427,3.08616,2.1588,3.02717
0,2.5,2.02321,3.09548,2.1588,3.0271
0,2.5,1.94214,3.10481,2.1588,3.0269
0,2.5,1.8881,3.11104,2.1588,3.02685
0,2.5,1.83406,3.11727,2.1588,3.02685
0,2.5,1.78001,3.1235,2.1588,3.02685
0,2.5,1.69895,3.13284,2.1588,3.02685
0,2.5,1.61789,3.14218,2.1588,3.02685
0,2.5,1.56385,3.14841,2.1588,3.02685
0,2.5,1.45576,3.16087,2.1588,3.02685
0,2.5,1.40172,3.1671,2.1588,3.02685
0,2.5,1.32066,3.17644,2.1588,3.02685
0,2.5,1.23959,3.18578,2.1588,3.02685
0,2.5,1.15853,3.19513,2.1588,3.02685
0,2.5,1.10449,3.20135,2.1588,3.02685
0,2.5,1.02342,3.2107,2.1588,3.02685
0,2.5,0.94236,3.22004,2.1588,3.02685
0,2.5,0.862218,3.2293,2.1588,3.02463
0,2.5,0.789094,3.23782,2.1588,3.02744
0,2.5,0.745073,3.2427,2.1588,3.03653
0,2.5,0.683653,3.24848,2.1588,3.05991
0,2.5,0.625738,3.25262,2.1588,3.08058
0,2.5,0.571586,3.25537,2.1588,3.10127
0,2.5,0.537972,3.25653,2.1588,3.1136
0,2.5,0.505474,3.25722,2.1588,3.12726
0,2.5,0.474729,3.25746,2.1588,3.13986
0,2.5,0.430422,3.25708,2.1588,-3.1166
0,2.5,0.38601,3.25422,2.1588,-3.02527
0,2.5,0.35729,3.24951,2.1588,-2.92774
0,2.5,0.313255,3.23613,2.1588,-2.7683
0,2.5,0.282974,3.22237,2.1588,-2.66197
0,2.5,0.223833,3.18309,2.1588,-2.44931
0,2.5,0.196997,3.15831,2.1588,-2.34298
0,2.5,0.161344,3.11538,2.1588,-2.18351
0,2.5,0.141702,3.08406,2.1588,-2.07718
0,2.5,0.119469,3.03528,2.1588,-1.91772
0,2.5,0.106048,2.98658,2.1588,-1.75824
0,2.5,0.101069,2.94128,2.1588,-1.59876
0,2.5,0.103083,2.90072,2.1588,-1.43929
0,2.5,0.110608,2.86505,2.1588,-1.27981
0,2.5,0.117334,2.84618,2.1588,-1.1735
0,2.5,0.128702,2.82397,2.1588,-1.01403
0,2.5,0.136245,2.81312,2.1588,-0.907717
0,2.5,0.147073,2.80124,2.1588,-0.74825
0,2.5,0.15267,2.79651,2.1588,-0.641943
0,2.5,0.155837,2.79436,2.1588,-0.535636
0,2.5,0.157322,2.79344,2.1588,-0.323028
0,2.5,0.152505,2.79459,2.1588,-0.163575
0,2.5,0.146966,2.79516,2.1588,-0.0572683
0,2.5,0.134724,2.79483,2.1588,0.102182
0,2.5,0.119874,2.79206,2.1588,0.261621
0,2.5,0.104079,2.78639,2.1588,0.421074
0,2.5,0.0867112,2.77684,2.1588,0.580508
0,2.5,0.0652151,2.75916,2.1588,0.793081
0,2.5,0.0557403,2.74843,2.1588,0.899367
0,2.5,0.0437636,2.73057,2.1588,1.05879
0,2.5,0.0350283,2.71163,2.1588,1.21822
0,2.5,0.0297275,2.69295,2.1588,1.36424
0,2.5,0.0270333,2.67477,2.1588,1.47971
0,2.5,0.026313,2.65811,2.1588,1.57167
0,2.5,0.0266002,2.64772,2.1588,1.62396
0,2.5,0.0277935,2.6338,2.1588,1.6861
0,2.5,0.0295461,2.62153,2.1588,1.73623
0,2.5,0.0308405,2.61438,2.1588,1.76214
0,2.5,0.0322918,2.60737,2.1588,1.7876
0,2.5,0.0336882,2.60133,2.1588,1.80724
0,2.5,0.0358557,2.59286,2.1588,1.83381
0,2.5,0.0372691,2.58777,2.1588,1.84869
0,2.5,0.0392735,2.581,2.1588,1.8671
0,2.5,0.0411828,2.57492,2.1588,1.8826
0,2.5,0.0429561,2.56954,2.1588,1.89546
0,2.5,0.044039,2.56637,2.1588,1.90261
0,2.5,0.0455598,2.56202,2.1588,1.91189
0,2.5,0.0465129,2.55936,2.1588,1.91738
0,2.5,0.0478364,2.55574,2.1588,1.92461
0,2.5,0.048651,2.55356,2.1588,1.92888
0,2.5,0.0494141,2.55153,2.1588,1.93279
0,2.5,0.0504414,2.54884,2.1588,1.93804
0,2.5,0.0513739,2.54644,2.1588,1.94297
0,2.5,0.0516612,2.5457,2.1588,1.94458
0,2.5,0.0522081,2.54432,2.1588,1.94773
0,2.5,0.0529636,2.54242,2.1588,1.95244
0,2.5,0.0536561,2.54071,2.1588,1.95725
0,2.5,0.0542724,2.53921,2.1588,1.96236
0,2.5,0.0546491,2.5383,2.1588,1.96587
0,2.5,0.0551808,2.53704,2.1588,1.97165
-1,4,0.0562918,2.53446,-2.35619,1.98542
-1,4,0.0558982,2.53528,-2.35619,2.01662
-1,4,0.0508484,2.5454,-2.35619,2.04714
-1,4,0.0405774,2.56454,-2.35619,2.07784
-1,4,0.0305572,2.58215,-2.35619,2.09829
-1,4,0.00218185,2.62854,-2.35619,2.13919
-1,4,-0.0164847,2.65712,-2.35619,2.15964
-1,4,-0.0485711,2.70427,-2.35619,2.17065
-1,4,-0.095033,2.77454,-2.35619,2.12912
-1,4,-0.129747,2.83454,-2.35619,2.05588
-1,4,-0.151214,2.87874,-2.35619,1.98702
-1,4,-0.178143,2.95201,-2.35619,1.85365
-1,4,-0.194703,3.03204,-2.35619,1.69487
-1,4,-0.198356,3.11377,-2.35619,1.53539
-1,4,-0.19366,3.16723,-2.35619,1.42969
-1,4,-0.184227,3.21561,-2.35619,1.32467
-1,4,-0.155449,3.29516,-2.35619,1.11461
-1,4,-0.129388,3.33943,-2.35619,0.957053
-1,4,-0.103336,3.37106,-2.35619,0.799495
-1,4,-0.0804537,3.39135,-2.35619,0.641898
-1,4,-0.0634606,3.40225,-2.35619,0.484385
-1,4,-0.0545156,3.40625,-2.35619,0.326841
-1,4,-0.0551305,3.40624,-2.35619,0.169292
-1,4,-0.06609,3.40539,-2.35619,0.0117574
-1,4,-0.0874169,3.40696,-2.35619,-0.145781
-1,4,-0.118366,3.41418,-2.35619,-0.303316
-1,4,-0.157443,3.43003,-2.35619,-0.460845
-1,4,-0.218328,3.46909,-2.35619,-0.670887
-1,4,-0.266849,3.51446,-2.35619,-0.828412
-1,4,-0.313042,3.57362,-2.35619,-0.986532
-1,4,-0.347717,3.6362,-2.35619,-1.14597
-1,4,-0.368593,3.69396,-2.35619,-1.30361
-1,4,-0.379377,3.74748,-2.35619,-1.43692
-1,4,-0.382456,3.77981,-2.35619,-1.51329
-1,4,-0.382898,3.82307,-2.35619,-1.60576
-1,4,-0.3814,3.84765,-2.35619,-1.6567
-1,4,-0.379103,3.86889,-2.35619,-1.69831
-1,4,-0.375178,3.89493,-2.35619,-1.74034
-1,4,-0.372803,3.90815,-2.35619,-1.75702
-1,4,-0.370878,3.91783,-2.35619,-1.78091
-1,4,-0.368657,3.92706,-2.35619,-1.8413
-1,4,-0.36792,3.92949,-2.35619,-1.92536
-1,4,-0.370192,3.92427,-2.35619,-2.02469
-1,4,-0.374023,3.91712,-2.35619,-2.10128
-1,4,-0.384398,3.90194,-2.35619,-2.2331
-1,4,-0.395194,3.88944,-2.35619,-2.33201
-1,4,-0.417357,3.86959,-2.35619,-2.48477
-1,4,-0.455762,3.84451,-2.35619,-2.62732
-1,4,-0.48831,3.8276,-2.35619,-2.69179
-1,4,-0.520785,3.81283,-2.35619,-2.73566
-1,4,-0.552333,3.7999,-2.35619,-2.76976
-1,4,-0.582138,3.78873,-2.35619,-2.79562
-1,4,-0.601043,3.78207,-2.35619,-2.81024
-1,4,-0.627904,3.77311,-2.35619,-2.82897
-1,4,-0.653182,3.76517,-2.35619,-2.84581
-1,4,-0.669339,3.76034,-2.35619,-2.85666
-1,4,-0.692148,3.75385,-2.35619,-2.87161
-1,4,-0.713319,3.74814,-2.35619,-2.88533
-1,4,-0.732951,3.74313,-2.35619,-2.89798
-1,4,-0.758503,3.73704,-2.35619,-2.91976
-1,4,-0.779347,3.7326,-2.35619,-2.94466
-1,4,-0.794545,3.72965,-2.35619,-2.95421
-1,4,-0.808306,3.72709,-2.35619,-2.96154
-1,4,-0.821134,3.72481,-2.35619,-2.96959
-1,4,-0.829191,3.72343,-2.35619,-2.97537
-1,4,-0.840573,3.72157,-2.35619,-2.9842
-1,4,-0.851238,3.71992,-2.35619,-2.99305
-1,4,-0.861071,3.71849,-2.35619,-3.00176
-1,4,-0.8703,3.71724,-2.35619,-3.01047
-1,4,-0.876036,3.71649,-2.35619,-3.01614
-1,4,-0.881453,3.71583,-2.35619,-3.02177
-1,4,-0.889147,3.71493,-2.35619,-3.02996
-1,4,-0.896359,3.71415,-2.35619,-3.03797
-1,4,-0.903174,3.71347,-2.35619,-3.04594
-1,4,-0.909668,3.71287,-2.35619,-3.05367
-1,4,-0.915643,3.71236,-2.35619,-3.06119
-1,4,-0.919432,3.71207,-2.35619,-3.0661
-1,4,-0.923075,3.7118,-2.35619,-3.07081
-1,4,-0.928313,3.71144,-2.35619,-3.07773
-1,4,-0.929981,3.71134,-2.35619,-3.07995
-1,4,-0.9364,3.71097,-2.35619,-3.08864
-1,4,-0.940944,3.71074,-2.35619,-3.09488
-1,4,-0.945232,3.71055,-2.35619,-3.10061
-1,4,-0.949197,3.7104,-2.35619,-3.10579
-1,4,-0.952983,3.71027,-2.35619,-3.11064
-1,4,-0.956524,3.71017,-2.35619,-3.11491
-1,4,-0.959828,3.71009,-2.35619,-3.11851
-1,4,-0.961914,3.71004,-2.35619,-3.12049
-1,4,-0.964915,3.70998,-2.35619,-3.12307
-1,4,-0.967683,3.70993,-2.35619,-3.12463
-1,4,-0.970236,3.70989,-2.35619,-3.12493
-1,4,-0.971795,3.70986,-2.35619,-3.1244
-1,4,-0.973928,3.70983,-2.35619,-3.12151
-1,4,-0.975813,3.70978,-2.35619,-3.11545
-1,4,-0.976862,3.70975,-2.35619,-3.10844
-1,4,-0.978125,3.70971,-2.35619,-3.09404
-1,4,-0.983791,3.70935,-2.35619,-3.07788
-1,4,-0.990642,3.70892,-2.35619,-3.07917
-1,4,-0.995757,3.70857,-2.35619,-3.06034
-1,4,-1.00057,3.70806,-2.35619,-2.99084
-1,4,-1.00123,3.70798,-2.35619,-2.87767
-1,4,-0.995677,3.70995,-2.35619,-2.7422
-1,4,-0.986883,3.71441,-2.35619,-2.61846
-1,4,-0.976728,3.72104,-2.35619,-2.51257
-1,4,-0.969787,3.72644,-2.35619,-2.45097
-1,4,-0.959335,3.73583,-2.35619,-2.37389
-1,4,-0.949357,3.74612,-2.35619,-2.31048
-1,4,-0.940046,3.75691,-2.35619,-2.25792
-1,4,-0.934246,3.76421,-2.35619,-2.22798
-1,4,-0.926161,3.77513,-2.35619,-2.1894
-1,4,-0.921135,3.78237,-2.35619,-2.16656
-1,4,-0.914192,3.79297,-2.35619,-2.13714
-1,4,-0.907923,3.80311,-2.35619,-2.11277
-1,4,-0.902237,3.81279,-2.35619,-2.09178
-1,4,-0.896973,3.82217,-2.35619,-2.07265
-1,4,-0.893813,3.82801,-2.35619,-2.06181
-1,4,-0.889375,3.83647,-2.35619,-2.0467
-1,4,-0.88669,3.84174,-2.35619,-2.03785
-1,4,-0.881727,3.85179,-2.35619,-2.02146
-1,4,-0.880547,3.85424,-2.35619,-2.01753
-1,4,-0.877337,3.86104,-2.35619,-2.00707
-1,4,-0.874445,3.86733,-2.35619,-1.99756
-1,4,-0.872656,3.87129,-2.35619,-1.99157
-1,4,-0.869436,3.8786,-2.35619,-1.98088
-1,4,-0.868691,3.88032,-2.35619,-1.97836
-1,4,-0.865895,3.88688,-2.35619,-1.96868
-1,4,-0.864636,3.8899,-2.35619,-1.96429
-1,4,-0.86342,3.89285,-2.35619,-1.95993
-1,4,-0.862304,3.89559,-2.35619,-1.95594
-1,4,-0.859712,3.90207,-2.35619,-1.9466
-1,4,-0.858365,3.90551,-2.35619,-1.94189
-1,4,-0.857119,3.90873,-2.35619,-1.93768
-1,4,-0.855988,3.91169,-2.35619,-1.93417
-1,4,-0.855294,3.91353,-2.35619,-1.93228
-1,4,-0.854639,3.91526,-2.35619,-1.93067
-1,4,-0.854022,3.91691,-2.35619,-1.92948
-1,4,-0.853154,3.91923,-2.35619,-1.92832
-1,4,-0.852362,3.92135,-2.35619,-1.92816
-1,4,-0.85165,3.92325,-2.35619,-1.92951
-1,4,-0.851008,3.92496,-2.35619,-1.93211
-1,4,-0.850419,3.9265,-2.35619,-1.93652
-1,4,-0.850077,3.92739,-2.35619,-1.94065
-1,4,-0.849609,3.92858,-2.35619,-1.94853
-1,4,-0.849209,3.92957,-2.35619,-1.95968
-1,4,-0.849014,3.93004,-2.35619,-1.96909
-1,4,-0.848799,3.93053,-2.35619,-1.98821
-1,4,-0.848722,3.9307,-2.35619,-2.00418
-1,4,-0.84875,3.93063,-2.35619,-2.03463
-1,4,-0.848947,3.93024,-2.35619,-2.07519
-1,4,-0.84927,3.92967,-2.35619,-2.10756
-1,4,-0.850025,3.92847,-2.35619,-2.16373
-1,4,-0.851353,3.9266,-2.35619,-2.22239
-2,3,-0.852519,3.92513,-2.35619,-2.26119
-2,3,-0.852352,3.92526,-2.35619,-2.28534
-2,3,-0.850174,3.92793,-2.35619,-2.2279
-2,3,-0.852148,3.92505,-2.35619,-2.14513
-2,3,-0.856362,3.91812,-2.35619,-2.09093
-2,3,-0.862383,3.9069,-2.35619,-2.03664
-2,3,-0.873791,3.88158,-2.35619,-1.95519
-2,3,-0.882279,3.85882,-2.35619,-1.90089
-2,3,-0.890899,3.83122,-2.35619,-1.84659
-2,3,-0.898947,3.79988,-2.35619,-1.80046
-2,3,-0.909821,3.74808,-2.35619,-1.76142
-2,3,-0.916898,3.71052,-2.35619,-1.75542
-2,3,-0.928684,3.64995,-2.35619,-1.77649
-2,3,-0.943945,3.58582,-2.35619,-1.84103
-2,3,-0.957742,3.54152,-2.35619,-1.90741
-2,3,-0.986528,3.47299,-2.35619,-2.03436
-2,3,-1.02775,3.40411,-2.35619,-2.18832
-2,3,-1.08023,3.34138,-2.35619,-2.34643
-2,3,-1.12004,3.3042,-2.35619,-2.42892
-2,3,-1.16185,3.2701,-2.35619,-2.4825
-2,3,-1.24486,3.21029,-2.35619,-2.54739
-2,3,-1.28446,3.18411,-2.35619,-2.56704
-2,3,-1.32209,3.16011,-2.35619,-2.57986
-2,3,-1.35726,3.13823,-2.35619,-2.58901
