q_diag,r_diag,horizon,tolerance,dt_
1,1,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
-2,3,-1.3908,3.11768,-2.35619,-2.59523
-2,3,-1.43782,3.08935,-2.35619,-2.60365
-2,3,-1.46673,3.0722,-2.35619,-2.60868
-2,3,-1.49351,3.05649,-2.35619,-2.61326
-2,3,-1.5187,3.04186,-2.35619,-2.61779
-2,3,-1.5549,3.02113,-2.35619,-2.62498
-2,3,-1.58724,3.0029,-2.35619,-2.63177
-2,3,-1.60733,2.99172,-2.35619,-2.63607
-2,3,-1.63482,2.97662,-2.35619,-2.64282
-2,3,-1.65184,2.9674,-2.35619,-2.64763
-2,3,-1.66839,2.95854,-2.35619,-2.65264
-2,3,-1.68399,2.95029,-2.35619,-2.65759
-2,3,-1.70054,2.94164,-2.35619,-2.6623
-2,3,-1.72225,2.93045,-2.35619,-2.66925
-2,3,-1.74061,2.92115,-2.35619,-2.6769
-2,3,-1.75225,2.91535,-2.35619,-2.6817
-2,3,-1.76786,2.90769,-2.35619,-2.68926
-2,3,-1.77768,2.90295,-2.35619,-2.69402
-2,3,-1.7869,2.89855,-2.35619,-2.69894
-2,3,-1.79546,2.89451,-2.35619,-2.70379
-2,3,-1.80354,2.89075,-2.35619,-2.70845
-2,3,-1.81107,2.88729,-2.35619,-2.71308
-2,3,-1.81819,2.88406,-2.35619,-2.71776
-2,3,-1.82502,2.881,-2.35619,-2.7223
-2,3,-1.83462,2.87675,-2.35619,-2.72902
-2,3,-1.84048,2.87421,-2.35619,-2.73332
-2,3,-1.84336,2.87296,-2.35619,-2.73557
-2,3,-1.84883,2.87062,-2.35619,-2.73999
-2,3,-1.854,2.86844,-2.35619,-2.74427
-2,3,-1.8589,2.8664,-2.35619,-2.74846
-2,3,-1.8658,2.86356,-2.35619,-2.75463
-2,3,-1.87233,2.86092,-2.35619,-2.76072
-2,3,-1.8783,2.85855,-2.35619,-2.76654
-2,3,-1.88198,2.8571,-2.35619,-2.77043
-2,3,-1.88714,2.85511,-2.35619,-2.77603
-2,3,-1.89031,2.8539,-2.35619,-2.77964
-2,3,-1.89329,2.85278,-2.35619,-2.78311
-2,3,-1.89758,2.85119,-2.35619,-2.7882
-2,3,-1.9016,2.84971,-2.35619,-2.79297
-2,3,-1.90408,2.84882,-2.35619,-2.7959
-2,3,-1.90748,2.8476,-2.35619,-2.7998
-2,3,-1.90961,2.84685,-2.35619,-2.80212
-2,3,-1.91168,2.84612,-2.35619,-2.8043
-2,3,-1.91456,2.84511,-2.35619,-2.80694
-2,3,-1.91635,2.84449,-2.35619,-2.80833
-2,3,-1.91806,2.8439,-2.35619,-2.80944
-2,3,-1.9204,2.84309,-2.35619,-2.8102
-2,3,-1.92261,2.84233,-2.35619,-2.81016
-2,3,-1.92394,2.84187,-2.35619,-2.80926
-2,3,-1.92519,2.84144,-2.35619,-2.80771
-2,3,-1.9263,2.84106,-2.35619,-2.80523
-2,3,-1.92731,2.8407,-2.35619,-2.80188
-2,3,-1.92866,2.84022,-2.35619,-2.79502
-2,3,-1.9295,2.83991,-2.35619,-2.78939
-2,3,-1.93045,2.83956,-2.35619,-2.77699
-2,3,-1.93119,2.83928,-2.35619,-2.7603
-2,3,-1.93143,2.83918,-2.35619,-2.74593
-2,3,-1.93157,2.83912,-2.35619,-2.71708
-2,3,-1.93975,2.83541,-2.35619,-2.71716
-2,3,-1.94424,2.83338,-2.35619,-2.71322
-2,3,-1.94658,2.8323,-2.35619,-2.6933
-2,3,-1.94633,2.83246,-2.35619,-2.63191
-2,3,-1.94468,2.83345,-2.35619,-2.58173
-2,3,-1.94303,2.83455,-2.35619,-2.53336
-2,3,-1.94187,2.83537,-2.35619,-2.51071
-2,3,-1.93819,2.83826,-2.35619,-2.44603
-3,2,-1.9357,2.84044,-1.5708,-2.40605
-3,2,-1.93686,2.83928,-1.5708,-2.34995
-3,2,-1.94506,2.83046,-1.5708,-2.29369
-3,2,-1.9594,2.81319,-1.5708,-2.23746
-3,2,-1.97895,2.78679,-1.5708,-2.18124
-3,2,-2.00271,2.75065,-1.5708,-2.12501
-3,2,-2.02037,2.72088,-1.5708,-2.08753
-3,2,-2.04878,2.66736,-1.5708,-2.0313
-3,2,-2.06849,2.6257,-1.5708,-1.99443
-3,2,-2.09747,2.55878,-1.5708,-1.97304
-3,2,-2.11753,2.51222,-1.5708,-1.98507
-3,2,-2.14981,2.4435,-1.5708,-2.03633
-3,2,-2.17253,2.40001,-1.5708,-2.06668
-3,2,-2.19555,2.35864,-1.5708,-2.08995
-3,2,-2.22913,2.30148,-1.5708,-2.11212
-3,2,-2.25102,2.26557,-1.5708,-2.12361
-3,2,-2.28201,2.21616,-1.5708,-2.13833
-3,2,-2.30152,2.18588,-1.5708,-2.14748
-3,2,-2.32883,2.14449,-1.5708,-2.16133
-3,2,-2.34636,2.11863,-1.5708,-2.1714
-3,2,-2.35474,2.10644,-1.5708,-2.1759
-3,2,-2.3791,2.07176,-1.5708,-2.19038
-3,2,-2.39439,2.05052,-1.5708,-2.19946
-3,2,-2.40945,2.03001,-1.5708,-2.20901
-3,2,-2.42352,2.01122,-1.5708,-2.21803
-3,2,-2.44373,1.98484,-1.5708,-2.23148
-3,2,-2.46325,1.96005,-1.5708,-2.2445
-3,2,-2.47547,1.94489,-1.5708,-2.25371
-3,2,-2.48718,1.93062,-1.5708,-2.26264
-3,2,-2.49877,1.91676,-1.5708,-2.27219
-3,2,-2.51468,1.89818,-1.5708,-2.28623
-3,2,-2.52944,1.88143,-1.5708,-2.29981
-3,2,-2.53931,1.87048,-1.5708,-2.30922
-3,2,-2.55286,1.85579,-1.5708,-2.32266
-3,2,-2.56141,1.84672,-1.5708,-2.33142
-3,2,-2.57387,1.8338,-1.5708,-2.34485
-3,2,-2.58179,1.82576,-1.5708,-2.35334
-3,2,-2.58935,1.81822,-1.5708,-2.36166
-3,2,-2.60028,1.80754,-1.5708,-2.37419
-3,2,-2.61067,1.79764,-1.5708,-2.38616
-3,2,-2.61725,1.79149,-1.5708,-2.39412
-3,2,-2.62679,1.78275,-1.5708,-2.40602
-3,2,-2.63884,1.772,-1.5708,-2.42114
-3,2,-2.64735,1.76461,-1.5708,-2.43206
-3,2,-2.65276,1.76,-1.5708,-2.43924
-3,2,-2.66066,1.75339,-1.5708,-2.4502
-3,2,-2.66816,1.74724,-1.5708,-2.46066
-3,2,-2.67303,1.74332,-1.5708,-2.46771
-3,2,-2.67772,1.7396,-1.5708,-2.47448
-3,2,-2.68451,1.7343,-1.5708,-2.48453
-3,2,-2.69102,1.72933,-1.5708,-2.49417
-3,2,-2.69519,1.7262,-1.5708,-2.5004
-3,2,-2.70121,1.72174,-1.5708,-2.50942
-3,2,-2.7051,1.71891,-1.5708,-2.51535
-3,2,-2.71071,1.71489,-1.5708,-2.52418
-3,2,-2.7161,1.7111,-1.5708,-2.5326
-3,2,-2.7213,1.7075,-1.5708,-2.54076
-3,2,-2.72626,1.70413,-1.5708,-2.54862
-3,2,-2.73108,1.70091,-1.5708,-2.55626
-3,2,-2.73413,1.69889,-1.5708,-2.56105
-3,2,-2.73857,1.696,-1.5708,-2.56811
-3,2,-2.74285,1.69326,-1.5708,-2.5749
-3,2,-2.747,1.69063,-1.5708,-2.58153
-3,2,-2.74966,1.68898,-1.5708,-2.58574
-3,2,-2.75348,1.68662,-1.5708,-2.5917
-3,2,-2.75594,1.68511,-1.5708,-2.5955
-3,2,-2.75954,1.68294,-1.5708,-2.601
-3,2,-2.76298,1.68089,-1.5708,-2.60607
-3,2,-2.76517,1.67959,-1.5708,-2.60921
-3,2,-2.76839,1.6777,-1.5708,-2.61368
-3,2,-2.77042,1.67652,-1.5708,-2.61627
-3,2,-2.77238,1.67539,-1.5708,-2.61859
-3,2,-2.77427,1.6743,-1.5708,-2.62063
-3,2,-2.77611,1.67325,-1.5708,-2.62242
-3,2,-2.7787,1.67177,-1.5708,-2.62439
-3,2,-2.78033,1.67084,-1.5708,-2.6251
-3,2,-2.78264,1.66953,-1.5708,-2.62517
-3,2,-2.78407,1.66872,-1.5708,-2.62434
-3,2,-2.78597,1.66763,-1.5708,-2.62062
-3,2,-2.78757,1.66671,-1.5708,-2.61244
-3,2,-2.78846,1.66619,-1.5708,-2.60318
-3,2,-2.79856,1.66015,-1.5708,-2.60441
-3,2,-2.80552,1.656,-1.5708,-2.59931
-3,2,-2.8142,1.65051,-1.5708,-2.54378
-3,2,-2.81872,1.6472,-1.5708,-2.44739
-3,2,-2.81853,1.64741,-1.5708,-2.3712
-3,2,-2.81435,1.65216,-1.5708,-2.23742
-3,2,-2.80957,1.65898,-1.5708,-2.13626
-3,2,-2.80165,1.67407,-1.5708,-1.97686
-3,2,-2.79499,1.69357,-1.5708,-1.833
-3,2,-2.79065,1.71533,-1.5708,-1.71148
-3,2,-2.78902,1.73072,-1.5708,-1.64625
-3,2,-2.78829,1.74631,-1.5708,-1.59148
-3,2,-2.78832,1.7618,-1.5708,-1.54801
-3,2,-2.78955,1.78456,-1.5708,-1.48731
-3,2,-2.79189,1.80629,-1.5708,-1.44256
-3,2,-2.79384,1.82005,-1.5708,-1.41802
-3,2,-2.79601,1.83323,-1.5708,-1.39761
-3,2,-2.79841,1.84617,-1.5708,-1.37691
-3,2,-2.80201,1.8635,-1.5708,-1.35607
-3,2,-2.80578,1.88005,-1.5708,-1.33735
-3,2,-2.80939,1.8947,-1.5708,-1.32257
-3,2,-2.81175,1.90384,-1.5708,-1.31386
-3,2,-2.81516,1.91653,-1.5708,-1.30222
-3,2,-2.81844,1.92818,-1.5708,-1.29169
-3,2,-2.82057,1.93553,-1.5708,-1.28507
-3,2,-2.82257,1.94227,-1.5708,-1.27894
-3,2,-2.82547,1.95176,-1.5708,-1.27041
-3,2,-2.82732,1.95767,-1.5708,-1.26499
-3,2,-2.82992,1.96581,-1.5708,-1.25738
-3,2,-2.83157,1.97086,-1.5708,-1.25265
-3,2,-2.83397,1.97804,-1.5708,-1.24565
-3,2,-2.83624,1.98469,-1.5708,-1.23894
-3,2,-2.83836,1.99079,-1.5708,-1.2327
-3,2,-2.83966,1.99446,-1.5708,-1.22877
-3,2,-2.84152,1.99964,-1.5708,-1.22311
-3,2,-2.8433,2.0045,-1.5708,-1.21765
-3,2,-2.8444,2.00747,-1.5708,-1.21427
-3,2,-2.84595,2.0116,-1.5708,-1.20945
-3,2,-2.8474,2.01541,-1.5708,-1.205
-3,2,-2.84876,2.01894,-1.5708,-1.20093
-3,2,-2.8496,2.0211,-1.5708,-1.19855
-3,2,-2.85119,2.02515,-1.5708,-1.19434
-3,2,-2.85192,2.027,-1.5708,-1.19269
-3,2,-2.85294,2.02954,-1.5708,-1.19086
-3,2,-2.85326,2.03033,-1.5708,-1.19039
-3,2,-2.85417,2.03261,-1.5708,-1.18957
-3,2,-2.85501,2.03471,-1.5708,-1.18973
-3,2,-2.85551,2.03597,-1.5708,-1.19035
-3,2,-2.85643,2.03826,-1.5708,-1.19325
-3,2,-2.85701,2.03975,-1.5708,-1.19724
-3,2,-2.85754,2.0411,-1.5708,-1.20292
-3,2,-2.85796,2.04222,-1.5708,-1.21059
-3,2,-2.85831,2.04316,-1.5708,-1.22086
-3,2,-2.85856,2.04386,-1.5708,-1.23472
-3,2,-2.85868,2.04423,-1.5708,-1.24586
-3,2,-2.85878,2.04453,-1.5708,-1.26724
-3,2,-2.85878,2.04456,-1.5708,-1.28387
-3,2,-2.85868,2.04419,-1.5708,-1.32593
-3,2,-2.85849,2.04339,-1.5708,-1.36344
-3,2,-2.85833,2.04259,-1.5708,-1.39214
-3,1,-2.858,2.04037,-0.321751,-1.45432
-3,1,-2.85862,2.04638,-0.321751,-1.45954
-3,1,-2.85878,2.04788,-0.321751,-1.44552
-3,1,-2.8576,2.03906,-0.321751,-1.43022
-3,1,-2.85589,2.02747,-0.321751,-1.42017
-3,1,-2.85336,2.01133,-0.321751,-1.41011
-3,1,-2.8478,1.97863,-0.321751,-1.39502
-3,1,-2.84278,1.95119,-0.321751,-1.38496
-3,1,-2.8292,1.88286,-0.321751,-1.36483
-3,1,-2.8159,1.82378,-0.321751,-1.3237
-3,1,-2.79773,1.76258,-0.321751,-1.23412
-3,1,-2.78273,1.72379,-0.321751,-1.17053
-3,1,-2.7584,1.6717,-0.321751,-1.10092
-3,1,-2.73448,1.62735,-0.321751,-1.05417
-3,1,-2.71947,1.60143,-0.321751,-1.03766
-3,1,-2.69942,1.56778,-0.321751,-1.03238
-3,1,-2.68279,1.53935,-0.321751,-1.05544
-3,1,-2.67338,1.52234,-0.321751,-1.07619
-3,1,-2.66023,1.49712,-0.321751,-1.1036
-3,1,-2.64449,1.46464,-0.321751,-1.13436
-3,1,-2.63404,1.44172,-0.321751,-1.15215
-3,1,-2.62452,1.41982,-0.321751,-1.16941
-3,1,-2.61596,1.39921,-0.321751,-1.18543
-3,1,-2.60812,1.37944,-0.321751,-1.20074
-3,1,-2.60106,1.36085,-0.321751,-1.21552
-3,1,-2.59675,1.34907,-0.321751,-1.22504
-3,1,-2.59276,1.33782,-0.321751,-1.23407
-3,1,-2.58898,1.32686,-0.321751,-1.24357
-3,1,-2.58377,1.3112,-0.321751,-1.25698
-3,1,-2.58054,1.30108,-0.321751,-1.26566
-3,1,-2.57465,1.2818,-0.321751,-1.28322
-3,1,-2.57074,1.26826,-0.321751,-1.29621
-3,1,-2.56836,1.25969,-0.321751,-1.30453
-3,1,-2.56404,1.24336,-0.321751,-1.32066
-3,1,-2.56116,1.23182,-0.321751,-1.33244
-3,1,-2.55855,1.22081,-0.321751,-1.34392
-3,1,-2.5562,1.21035,-0.321751,-1.35515
-3,1,-2.55474,1.20358,-0.321751,-1.36255
-3,1,-2.55273,1.19383,-0.321751,-1.3734
-3,1,-2.5515,1.18754,-0.321751,-1.38044
-3,1,-2.5498,1.17846,-0.321751,-1.39069
-3,1,-2.54875,1.17261,-0.321751,-1.3974
-3,1,-2.54731,1.16417,-0.321751,-1.40735
-3,1,-2.54561,1.15345,-0.321751,-1.41992
-3,1,-2.54447,1.1457,-0.321751,-1.42918
-3,1,-2.54346,1.13838,-0.321751,-1.43801
-3,1,-2.54254,1.13127,-0.321751,-1.44686
-3,1,-2.54198,1.1267,-0.321751,-1.45266
-3,1,-2.54122,1.12009,-0.321751,-1.46081
-3,1,-2.54054,1.11369,-0.321751,-1.46888
-3,1,-2.53993,1.10755,-0.321751,-1.47667
-3,1,-2.5394,1.10162,-0.321751,-1.48438
-3,1,-2.53878,1.09406,-0.321751,-1.49413
-3,1,-2.53851,1.09044,-0.321751,-1.49881
-3,1,-2.53814,1.08515,-0.321751,-1.5057
-3,1,-2.53773,1.07841,-0.321751,-1.51436
-3,1,-2.53755,1.07513,-0.321751,-1.51867
-3,1,-2.53725,1.06887,-0.321751,-1.52664
-3,1,-2.53707,1.0644,-0.321751,-1.53227
-3,1,-2.53696,1.0615,-0.321751,-1.53594
-3,1,-2.53682,1.05729,-0.321751,-1.54119
-3,1,-2.53674,1.05455,-0.321751,-1.54458
-3,1,-2.53665,1.05063,-0.321751,-1.54921
-3,1,-2.53658,1.04687,-0.321751,-1.55343
-3,1,-2.53652,1.04328,-0.321751,-1.55725
-3,1,-2.53647,1.0387,-0.321751,-1.56174
-3,1,-2.53645,1.03652,-0.321751,-1.56362
-3,1,-2.53643,1.03343,-0.321751,-1.56572
-3,1,-2.53642,1.03147,-0.321751,-1.56659
-3,1,-2.53642,1.03054,-0.321751,-1.56682
-3,1,-2.53641,1.02784,-0.321751,-1.56656
-3,1,-2.5364,1.02542,-0.321751,-1.56418
-3,1,-2.53638,1.02329,-0.321751,-1.55868
-3,1,-2.53619,1.00826,-0.321751,-1.56283
-3,1,-2.53614,0.998445,-0.321751,-1.56939
-3,1,-2.53604,0.987003,-0.321751,-1.54194
-3,1,-2.5355,0.978185,-0.321751,-1.45958
-3,1,-2.53528,0.976434,-0.321751,-1.35339
-3,1,-2.537,0.982201,-0.321751,-1.22932
-3,1,-2.54017,0.989907,-0.321751,-1.13625
-3,1,-2.54563,1.00019,-0.321751,-1.03384
-3,1,-2.55316,1.01136,-0.321751,-0.928187
-3,1,-2.57558,1.03531,-0.321751,-0.715601
-3,1,-2.58945,1.04613,-0.321751,-0.613752
-3,1,-2.6223,1.06505,-0.321751,-0.444439
-3,1,-2.64006,1.07287,-0.321751,-0.388406
-3,1,-2.65794,1.07965,-0.321751,-0.339534
-3,1,-2.693,1.09054,-0.321751,-0.265267
-3,1,-2.70947,1.09477,-0.321751,-0.239225
-3,1,-2.73331,1.10015,-0.321751,-0.205669
-3,1,-2.75574,1.10449,-0.321751,-0.178289
-3,1,-2.7696,1.10688,-0.321751,-0.164022
-3,1,-2.78274,1.10897,-0.321751,-0.151649
-3,1,-2.80089,1.1116,-0.321751,-0.13641
-3,1,-2.81758,1.11377,-0.321751,-0.123359
-3,1,-2.83292,1.11558,-0.321751,-0.111794
-3,1,-2.83789,1.11613,-0.321751,-0.108103
-3,1,-2.85156,1.11755,-0.321751,-0.0982381
-3,1,-2.86029,1.11838,-0.321751,-0.0920923
-3,1,-2.8684,1.1191,-0.321751,-0.0863796
-3,1,-2.87605,1.11974,-0.321751,-0.0810699
-3,1,-2.88315,1.1203,-0.321751,-0.0760951
-3,1,-2.89005,1.12081,-0.321751,-0.0711611
-3,1,-2.89645,1.12125,-0.321751,-0.0665735
-3,1,-2.90533,1.12181,-0.321751,-0.0601444
-3,1,-2.91077,1.12213,-0.321751,-0.0560437
-3,1,-2.91852,1.12254,-0.321751,-0.0500817
-3,1,-2.92329,1.12277,-0.321751,-0.0462903
-3,1,-2.92991,1.12306,-0.321751,-0.0408452
-3,1,-2.93603,1.12329,-0.321751,-0.0355858
-3,1,-2.93981,1.12342,-0.321751,-0.0322352
-3,1,-2.94501,1.12357,-0.321751,-0.0275971
-3,1,-2.94977,1.12369,-0.321751,-0.023181
-3,1,-2.95419,1.12379,-0.321751,-0.0190145
-3,1,-2.95825,1.12386,-0.321751,-0.0151588
-3,1,-2.96078,1.12389,-0.321751,-0.0127664
-3,1,-2.96317,1.12392,-0.321751,-0.0105535
-3,1,-2.96752,1.12396,-0.321751,-0.00679533
-3,1,-2.97047,1.12397,-0.321751,-0.00457067
-3,1,-2.97231,1.12398,-0.321751,-0.00336867
-3,1,-2.97567,1.12399,-0.321751,-0.00201036
-3,1,-2.97794,1.12399,-0.321751,-0.00191201
-3,1,-2.97931,1.12399,-0.321751,-0.00247236
-3,1,-2.98058,1.124,-0.321751,-0.00348828
-3,1,-2.98235,1.12401,-0.321751,-0.00571301
-3,1,-2.98343,1.12401,-0.321751,-0.00786544
-3,1,-2.98486,1.12403,-0.321751,-0.0123559
-3,1,-2.98571,1.12404,-0.321751,-0.0160088
-3,1,-2.98686,1.12407,-0.321751,-0.023133
-3,1,-2.98785,1.12409,-0.321751,-0.0319921
-3,1,-2.98836,1.12411,-0.321751,-0.03886
-3,1,-2.98901,1.12414,-0.321751,-0.0512658
-3,1,-2.98943,1.12417,-0.321751,-0.0660684
-3,1,-2.98957,1.12418,-0.321751,-0.0778884
-3,1,-2.98965,1.12419,-0.321751,-0.0981103
-3,1,-2.98949,1.12418,-0.321751,-0.120463
-3,1,-2.98893,1.1241,-0.321751,-0.154943
0,0,-2.98845,1.12403,-0.321751,-0.173771
0,0,-2.99742,1.12566,-0.321751,-0.172098
0,0,-3.00221,1.12646,-0.321751,-0.161063
0,0,-3.00243,1.1265,-0.321751,-0.149792
0,0,-2.99417,1.12534,-0.321751,-0.132681
0,0,-2.98292,1.1239,-0.321751,-0.121216
0,0,-2.9574,1.12103,-0.321751,-0.104027
0,0,-2.92148,1.1176,-0.321751,-0.0868381
0,0,-2.87514,1.11398,-0.321751,-0.0696496
0,0,-2.81918,1.1105,-0.321751,-0.0580927
0,0,-2.77866,1.10799,-0.321751,-0.0684305
0,0,-2.75755,1.10643,-0.321751,-0.0796417
0,0,-2.69089,1.09937,-0.321751,-0.137181
0,0,-2.61979,1.08634,-0.321751,-0.230817
0,0,-2.56999,1.07255,-0.321751,-0.309694
0,0,-2.49454,1.04342,-0.321751,-0.416084
0,0,-2.42144,1.00903,-0.321751,-0.45096
0,0,-2.34841,0.974803,-0.321751,-0.413372
0,0,-2.27287,0.94422,-0.321751,-0.364621
0,0,-2.1966,0.915216,-0.321751,-0.364674
0,0,-2.12048,0.88576,-0.321751,-0.373411
0,0,-2.04455,0.855869,-0.321751,-0.375442
0,0,-2.01925,0.845895,-0.321751,-0.375264
0,0,-1.94331,0.816032,-0.321751,-0.374151
0,0,-1.86735,0.786227,-0.321751,-0.373806
0,0,-1.79138,0.756424,-0.321751,-0.373962
0,0,-1.74075,0.736549,-0.321751,-0.374013
0,0,-1.63947,0.696796,-0.321751,-0.374041
0,0,-1.56351,0.66698,-0.321751,-0.374044
0,0,-1.48755,0.637165,-0.321751,-0.374042
0,0,-1.41159,0.607349,-0.321751,-0.374041
0,0,-1.33564,0.577534,-0.321751,-0.37404
0,0,-1.25968,0.547718,-0.321751,-0.37404
0,0,-1.20904,0.527841,-0.321751,-0.37404
0,0,-1.1584,0.507964,-0.321751,-0.37404
0,0,-1.10776,0.488088,-0.321751,-0.374039
0,0,-1.05712,0.46821,-0.321751,-0.374039
0,0,-1.00649,0.448334,-0.321751,-0.374039
0,0,-0.930527,0.418519,-0.321751,-0.374039
0,0,-0.854569,0.388703,-0.321751,-0.374039
0,0,-0.778612,0.358888,-0.321751,-0.374038
0,0,-0.703782,0.329499,-0.321751,-0.375679
0,0,-0.635851,0.302676,-0.321751,-0.376255
0,0,-0.57421,0.278313,-0.321751,-0.376548
0,0,-0.518753,0.256362,-0.321751,-0.377289
0,0,-0.484679,0.242846,-0.321751,-0.377997
0,0,-0.452744,0.230152,-0.321751,-0.37873
0,0,-0.422848,0.21824,-0.321751,-0.379544
0,0,-0.381774,0.201826,-0.321751,-0.380839
0,0,-0.344164,0.186737,-0.321751,-0.382233
0,0,-0.309739,0.172868,-0.321751,-0.383746
0,0,-0.289317,0.16461,-0.321751,-0.3848
0,0,-0.260776,0.153025,-0.321751,-0.386348
0,0,-0.234611,0.142358,-0.321751,-0.387847
0,0,-0.211437,0.13287,-0.321751,-0.389427
0,0,-0.190422,0.124225,-0.321751,-0.39108
0,0,-0.183859,0.121517,-0.321751,-0.39162
0,0,-0.171354,0.116345,-0.321751,-0.392772
0,0,-0.151112,0.10794,-0.321751,-0.394307
0,0,-0.132641,0.100234,-0.321751,-0.396334
0,0,-0.12912,0.098759,-0.321751,-0.397816
0,0,-0.129123,0.0987599,-0.321751,-0.397798
0,0,-0.12912,0.0987593,-0.321751,-0.397793
0,0,-0.129121,0.0987595,-0.321751,-0.397792
0,0,-0.129122,0.0987595,-0.321751,-0.397791
0,0,-0.129121,0.0987595,-0.321751,-0.397791
0,0,-0.129121,0.0987595,-0.321751,-0.39779
0,0,-0.129121,0.0987595,-0.321751,-0.397789
