q_diag,r_diag,horizon,tolerance,dt_
0.85,0.3,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
3,3,3.04038,2.39084,-2.97644,-2.59732
3,3,3.08313,2.41705,-2.97644,-2.58246
3,3,3.10723,2.4324,-2.97644,-2.56629
3,3,3.13747,2.45278,-2.97644,-2.52677
3,3,3.16183,2.47106,-2.97644,-2.46643
3,3,3.17718,2.48382,-2.97644,-2.43116
3,3,3.19913,2.50357,-2.97644,-2.38805
3,3,3.21971,2.52369,-2.97644,-2.34825
3,3,3.23244,2.53688,-2.97644,-2.32844
3,3,3.25581,2.56251,-2.97644,-2.29281
3,3,3.26686,2.57527,-2.97644,-2.27555
3,3,3.27653,2.58684,-2.97644,-2.26004
3,3,3.2854,2.59775,-2.97644,-2.24614
3,3,3.29757,2.61327,-2.97644,-2.22592
3,3,3.30565,2.62394,-2.97644,-2.21235
3,3,3.31603,2.63812,-2.97644,-2.19311
3,3,3.32226,2.64692,-2.97644,-2.18107
3,3,3.33088,2.65948,-2.97644,-2.16398
3,3,3.33883,2.67149,-2.97644,-2.14681
3,3,3.34828,2.68641,-2.97644,-2.12511
3,3,3.35464,2.69685,-2.97644,-2.10969
3,3,3.36052,2.70688,-2.97644,-2.09451
3,3,3.36581,2.71619,-2.97644,-2.08011
3,3,3.37068,2.72505,-2.97644,-2.0666
3,3,3.37371,2.73071,-2.97644,-2.05784
3,3,3.37798,2.73891,-2.97644,-2.04475
3,3,3.38193,2.74672,-2.97644,-2.03228
3,3,3.38558,2.75418,-2.97644,-2.02035
3,3,3.38787,2.75898,-2.97644,-2.01246
3,3,3.39214,2.7682,-2.97644,-1.99732
3,3,3.39507,2.77475,-2.97644,-1.98667
3,3,3.39778,2.78096,-2.97644,-1.97669
3,3,3.39948,2.78497,-2.97644,-1.97013
3,3,3.40264,2.79259,-2.97644,-1.95765
3,3,3.40485,2.79808,-2.97644,-1.94857
3,3,3.40622,2.80157,-2.97644,-1.94282
3,3,3.40753,2.80496,-2.97644,-1.93726
3,3,3.4094,2.8099,-2.97644,-1.92915
3,3,3.41116,2.81465,-2.97644,-1.92139
3,3,3.41333,2.82068,-2.97644,-1.91173
3,3,3.41483,2.82496,-2.97644,-1.90507
3,3,3.41577,2.82769,-2.97644,-1.90091
3,3,3.41666,2.83031,-2.97644,-1.89702
3,3,3.41795,2.83416,-2.97644,-1.89139
3,3,3.41912,2.83771,-2.97644,-1.88665
3,3,3.4195,2.83887,-2.97644,-1.88519
3,3,3.42021,2.84107,-2.97644,-1.88271
3,3,3.4212,2.84415,-2.97644,-1.87985
3,3,3.42182,2.8461,-2.97644,-1.8785
3,3,3.42239,2.84791,-2.97644,-1.87799
3,3,3.42292,2.84957,-2.97644,-1.879
3,3,3.42338,2.85101,-2.97644,-1.88277
3,3,3.42376,2.85217,-2.97644,-1.88846
3,3,3.4269,2.86182,-2.97644,-1.87938
3,3,3.42978,2.87088,-2.97644,-1.88704
3,3,3.43225,2.8778,-2.97644,-1.95155
3,3,3.43309,2.87972,-2.97644,-2.01605
3,3,3.43229,2.8782,-2.97644,-2.08614
3,3,3.42705,2.87017,-2.97644,-2.2029
3,3,3.4204,2.86187,-2.97644,-2.29138
3,3,3.41034,2.85145,-2.97644,-2.38547
3,3,3.39663,2.83977,-2.97644,-2.4872
3,3,3.38885,2.83411,-2.97644,-2.54045
3,3,3.36046,2.8178,-2.97644,-2.69978
3,3,3.33888,2.80881,-2.97644,-2.79058
3,3,3.30374,2.79809,-2.97644,-2.89599
3,3,3.26857,2.79088,-2.97644,-2.97913
3,3,3.25695,2.78912,-2.97644,-3.00374
3,3,3.21371,2.7848,-2.97644,-3.07834
3,3,3.18435,2.78358,-2.97644,-3.12096
3,3,3.15753,2.7835,-2.97644,3.12701
3,3,3.13229,2.78441,-2.97644,3.07176
3,3,3.10755,2.78752,-2.97644,2.94769
3,3,3.08661,2.79332,-2.97644,2.79019
3,3,3.06627,2.80266,-2.97644,2.63072
3,3,3.04746,2.81524,-2.97644,2.47124
3,3,3.03102,2.83052,-2.97644,2.31177
3,3,3.02177,2.84174,-2.97644,2.20546
3,3,3.01064,2.85963,-2.97644,2.04598
3,3,3.00509,2.87195,-2.97644,1.93967
3,3,3.0013,2.88349,-2.97644,1.83335
3,3,2.99811,2.90048,-2.97644,1.67387
3,3,2.99769,2.91577,-2.97644,1.51439
3,3,2.99863,2.92454,-2.97644,1.40808
3,3,3.00404,2.9425,-2.97644,1.14231
3,3,3.00783,2.94944,-2.97644,0.982837
3,3,3.01049,2.95304,-2.97644,0.876525
3,3,3.01268,2.95543,-2.97644,0.77022
3,3,3.01484,2.95734,-2.97644,0.663911
3,3,3.01685,2.95872,-2.97644,0.504457
3,3,3.01826,2.95936,-2.97644,0.291859
3,3,3.01856,2.95951,-2.97644,0.0792552
3,3,3.01747,2.9595,-2.97644,-0.0270391
3,3,3.0151,2.95979,-2.97644,-0.186478
3,3,3.01029,2.96144,-2.97644,-0.45221
3,3,3.00541,2.96473,-2.97644,-0.717932
3,3,3.00145,2.96931,-2.97644,-0.983651
3,3,2.99932,2.97344,-2.97644,-1.19622
3,3,2.99808,2.97856,-2.97644,-1.46193
3,3,2.9982,2.9823,-2.97644,-1.70921
3,3,2.9994,2.98667,-2.97644,-1.95313
3,3,3.00084,2.98944,-2.97644,-2.13909
3,3,3.00187,2.99082,-2.97644,-2.26619
3,3,3.00265,2.99164,-2.97644,-2.37215
3,3,3.00311,2.99204,-2.97644,-2.44521
3,3,3.00347,2.99231,-2.97644,-2.52348
3,3,3.00365,2.99242,-2.97644,-2.5782
3,3,3.00373,2.99246,-2.97644,-2.62646
3,3,3.00374,2.99246,-2.97644,-2.65851
3,3,3.00371,2.99244,-2.97644,-2.69714
3,3,3.00365,2.99241,-2.97644,-2.72306
3,3,3.00361,2.99239,-2.97644,-2.73916
3,3,3.00353,2.99235,-2.97644,-2.76149
0,2.5,3.00341,2.9923,2.1588,-2.78793
0,2.5,3.00334,2.99227,2.1588,-2.80014
0,2.5,3.00108,2.99156,2.1588,-2.86593
0,2.5,2.98286,2.98782,2.1588,-2.99508
0,2.5,2.95689,2.98533,2.1588,-3.09253
0,2.5,2.90595,2.98631,2.1588,3.06054
0,2.5,2.85603,2.99289,2.1588,2.96296
0,2.5,2.77736,3.01232,2.1588,2.84801
0,2.5,2.69776,3.03748,2.1588,2.84329
0,2.5,2.63302,3.05582,2.1588,2.89099
0,2.5,2.56101,3.0715,2.1588,2.96594
0,2.5,2.50827,3.07948,2.1588,3.01288
0,2.5,2.42721,3.0884,2.1588,3.04211
0,2.5,2.31897,3.09957,2.1588,3.03285
0,2.5,2.23787,3.1086,2.1588,3.02934
0,2.5,2.15678,3.11779,2.1588,3.02844
0,2.5,2.04868,3.13009,2.1588,3.02834
0,2.5,1.94058,3.14238,2.1588,3.02842
0,2.5,1.8595,3.15159,2.1588,3.02844
0,2.5,1.80545,3.15773,2.1588,3.02844
0,2.5,1.72437,3.16695,2.1588,3.02844
0,2.5,1.61627,3.17923,2.1588,3.02844
0,2.5,1.53519,3.18845,2.1588,3.02844
0,2.5,1.45411,3.19766,2.1588,3.02844
0,2.5,1.37303,3.20688,2.1588,3.02844
0,2.5,1.26493,3.21916,2.1588,3.02844
0,2.5,1.15682,3.23145,2.1588,3.02844
0,2.5,1.1298,3.23452,2.1588,3.02844
0,2.5,1.02169,3.2468,2.1588,3.02844
0,2.5,0.940614,3.25602,2.1588,3.02844
0,2.5,0.859536,3.26523,2.1588,3.02844
0,2.5,0.778458,3.27445,2.1588,3.02844
0,2.5,0.724406,3.28059,2.1588,3.02844
0,2.5,0.670354,3.28673,2.1588,3.02844
0,2.5,0.616302,3.29287,2.1588,3.02844
0,2.5,0.537234,3.30197,2.1588,3.02485
0,2.5,0.446094,3.31269,2.1588,3.02425
0,2.5,0.425877,3.31506,2.1588,3.02613
0,2.5,0.37198,3.32114,2.1588,3.03281
0,2.5,0.325663,3.32568,2.1588,3.05821
0,2.5,0.274711,3.32852,2.1588,3.12103
0,2.5,0.225034,3.32796,2.1588,-3.09545
0,2.5,0.160787,3.31873,2.1588,-2.88798
0,2.5,0.115126,3.30293,2.1588,-2.73276
0,2.5,0.0451226,3.26325,2.1588,-2.52514
0,2.5,-0.00726604,3.21944,2.1588,-2.36673
0,2.5,-0.0542179,3.16551,2.1588,-2.20721
0,2.5,-0.103022,3.08235,2.1588,-1.99469
0,2.5,-0.136326,2.97196,2.1588,-1.729
0,2.5,-0.140923,2.9286,2.1588,-1.62272
0,2.5,-0.136737,2.84835,2.1588,-1.41019
0,2.5,-0.118795,2.78189,2.1588,-1.19766
0,2.5,-0.0922243,2.7304,2.1588,-0.985117
0,2.5,-0.0776853,2.71075,2.1588,-0.878854
0,2.5,-0.0626973,2.69443,2.1588,-0.772587
0,2.5,-0.0348724,2.67224,2.1588,-0.560069
0,2.5,-0.0147916,2.66215,2.1588,-0.347546
0,2.5,-0.00331426,2.65914,2.1588,-0.135028
0,2.5,0.000465951,2.65888,2.1588,0.0243572
0,2.5,-0.000403856,2.65872,2.1588,0.183743
0,2.5,-0.00257017,2.65819,2.1588,0.289998
0,2.5,-0.00830296,2.65592,2.1588,0.449384
0,2.5,-0.0133418,2.65313,2.1588,0.555639
0,2.5,-0.0216476,2.64695,2.1588,0.715004
0,2.5,-0.0299478,2.63844,2.1588,0.874371
0,2.5,-0.035047,2.63161,2.1588,0.980615
0,2.5,-0.0432745,2.61587,2.1588,1.19255
0,2.5,-0.0474252,2.60079,2.1588,1.38238
0,2.5,-0.0493721,2.5834,2.1588,1.53044
0,2.5,-0.0494236,2.57506,2.1588,1.59623
0,2.5,-0.0481699,2.5599,2.1588,1.7063
0,2.5,-0.0459237,2.54743,2.1588,1.78892
0,2.5,-0.0430212,2.53629,2.1588,1.86161
0,2.5,-0.0407703,2.52937,2.1588,1.90568
0,2.5,-0.0386814,2.5237,2.1588,1.94053
-1,4,-0.0359887,2.51716,-2.35619,1.98112
-1,4,-0.034978,2.5149,-2.35619,2.01601
-1,4,-0.038255,2.52139,-2.35619,2.05456
-1,4,-0.0467989,2.53686,-2.35619,2.09338
-1,4,-0.0613022,2.5609,-2.35619,2.13216
-1,4,-0.0746129,2.58147,-2.35619,2.15802
-1,4,-0.110837,2.63284,-2.35619,2.20973
-1,4,-0.144851,2.67753,-2.35619,2.22678
-1,4,-0.181998,2.72645,-2.35619,2.20763
-1,4,-0.220317,2.78104,-2.35619,2.15245
-1,4,-0.257233,2.84279,-2.35619,2.06121
-1,4,-0.289372,2.91297,-2.35619,1.9339
-1,4,-0.312338,2.9911,-2.35619,1.77713
-1,4,-0.323272,3.09954,-2.35619,1.56468
-1,4,-0.316289,3.18106,-2.35619,1.40533
-1,4,-0.29646,3.26043,-2.35619,1.24597
-1,4,-0.253297,3.35499,-2.35619,1.0335
-1,4,-0.215028,3.4092,-2.35619,0.874155
-1,4,-0.175925,3.44924,-2.35619,0.714817
-1,4,-0.15106,3.46866,-2.35619,0.60859
-1,4,-0.139329,3.47639,-2.35619,0.555479
-1,4,-0.117773,3.48829,-2.35619,0.449252
-1,4,-0.0914861,3.49863,-2.35619,0.289904
-1,4,-0.0846199,3.50049,-2.35619,0.236799
-1,4,-0.067943,3.50302,-2.35619,0.0243542
-1,4,-0.066431,3.50302,-2.35619,-0.0818689
-1,4,-0.0727208,3.50419,-2.35619,-0.241198
-1,4,-0.0886069,3.50963,-2.35619,-0.400527
-1,4,-0.122124,3.52861,-2.35619,-0.612965
-1,4,-0.164773,3.5664,-2.35619,-0.825406
-1,4,-0.198567,3.60966,-2.35619,-0.984732
-1,4,-0.230111,3.66683,-2.35619,-1.14406
-1,4,-0.248077,3.71277,-2.35619,-1.25026
-1,4,-0.266895,3.78664,-2.35619,-1.3889
-1,4,-0.273594,3.83333,-2.35619,-1.467
-1,4,-0.276452,3.89531,-2.35619,-1.5846
-1,4,-0.272793,3.94683,-2.35619,-1.70178
-1,4,-0.265091,3.98736,-2.35619,-1.81902
-1,4,-0.255844,4.0168,-2.35619,-1.93627
-1,4,-0.250029,4.03041,-2.35619,-2.01444
-1,4,-0.243585,4.0423,-2.35619,-2.13168
-1,4,-0.241763,4.04498,-2.35619,-2.20983
-1,4,-0.244265,4.04211,-2.35619,-2.32708
-1,4,-0.254649,4.03242,-2.35619,-2.44433
-1,4,-0.274446,4.01781,-2.35619,-2.56158
-1,4,-0.304829,4.00044,-2.35619,-2.67881
-1,4,-0.363129,3.97706,-2.35619,-2.83514
-1,4,-0.418637,3.96286,-2.35619,-2.93916
-1,4,-0.498073,3.94961,-2.35619,-2.99522
-1,4,-0.559408,3.93999,-2.35619,-2.9657
-1,4,-0.620347,3.92664,-2.35619,-2.87963
-1,4,-0.673368,3.91005,-2.35619,-2.79599
-1,4,-0.716988,3.89261,-2.35619,-2.72444
-1,4,-0.752008,3.87584,-2.35619,-2.66842
-1,4,-0.779499,3.86113,-2.35619,-2.63132
-1,4,-0.800395,3.84917,-2.35619,-2.61679
-1,4,-0.818846,3.83857,-2.35619,-2.63302
-1,4,-0.832427,3.8313,-2.35619,-2.66732
-1,4,-0.838842,3.82806,-2.35619,-2.68261
-1,4,-0.844975,3.82508,-2.35619,-2.69676
-1,4,-0.850745,3.82238,-2.35619,-2.7097
-1,4,-0.85911,3.81861,-2.35619,-2.72827
-1,4,-0.864268,3.81638,-2.35619,-2.73941
-1,4,-0.871403,3.81341,-2.35619,-2.75447
-1,4,-0.875851,3.81162,-2.35619,-2.76386
-1,4,-0.884179,3.8084,-2.35619,-2.78162
-1,4,-0.889825,3.80631,-2.35619,-2.79362
-1,4,-0.895027,3.80445,-2.35619,-2.80473
-1,4,-0.898235,3.80334,-2.35619,-2.81161
-1,4,-0.901274,3.80231,-2.35619,-2.81811
-1,4,-0.905613,3.80088,-2.35619,-2.82738
-1,4,-0.909608,3.79959,-2.35619,-2.83572
-1,4,-0.913241,3.79846,-2.35619,-2.84306
-1,4,-0.915471,3.79778,-2.35619,-2.84734
-1,4,-0.918576,3.79685,-2.35619,-2.85282
-1,4,-0.921492,3.79599,-2.35619,-2.85743
-1,4,-0.924061,3.79524,-2.35619,-2.86009
-1,4,-0.927018,3.79439,-2.35619,-2.86065
-1,4,-0.928272,3.79403,-2.35619,-2.85961
-1,4,-0.929452,3.79368,-2.35619,-2.85705
-1,4,-0.930837,3.79327,-2.35619,-2.84806
-1,4,-0.931971,3.79292,-2.35619,-2.82581
-1,4,-0.940757,3.79003,-2.35619,-2.83032
-1,4,-0.945239,3.78856,-2.35619,-2.80285
-1,4,-0.945468,3.78851,-2.35619,-2.73327
-1,4,-0.942991,3.7897,-2.35619,-2.66993
-1,4,-0.937232,3.793,-2.35619,-2.58021
-1,4,-0.927861,3.79966,-2.35619,-2.4759
-1,4,-0.923018,3.80367,-2.35619,-2.42812
-1,4,-0.918514,3.80775,-2.35619,-2.38051
-1,4,-0.913664,3.81258,-2.35619,-2.34166
-1,4,-0.906312,3.82057,-2.35619,-2.29045
-1,4,-0.899416,3.8288,-2.35619,-2.24834
-1,4,-0.897225,3.83156,-2.35619,-2.23518
-1,4,-0.893099,3.83696,-2.35619,-2.212
-1,4,-0.891133,3.83963,-2.35619,-2.20117
-1,4,-0.885625,3.84743,-2.35619,-2.17157
-1,4,-0.883877,3.85001,-2.35619,-2.16213
-1,4,-0.877593,3.85972,-2.35619,-2.12917
-1,4,-0.873482,3.86646,-2.35619,-2.10812
-1,4,-0.869812,3.87277,-2.35619,-2.08929
-1,4,-0.866538,3.87862,-2.35619,-2.07233
-1,4,-0.863589,3.88411,-2.35619,-2.05681
-1,4,-0.860984,3.88913,-2.35619,-2.04304
-1,4,-0.859404,3.89225,-2.35619,-2.03456
-1,4,-0.857226,3.89668,-2.35619,-2.02266
-1,4,-0.855279,3.90075,-2.35619,-2.0119
-1,4,-0.853504,3.90456,-2.35619,-2.00207
-1,4,-0.851966,3.90794,-2.35619,-1.99371
-1,4,-0.851032,3.91003,-2.35619,-1.9888
-1,4,-0.849755,3.91294,-2.35619,-1.98233
-1,4,-0.848602,3.9156,-2.35619,-1.97705
-1,4,-0.847589,3.91797,-2.35619,-1.97347
-1,4,-0.846694,3.92008,-2.35619,-1.97159
-1,4,-0.84589,3.92198,-2.35619,-1.97127
-1,4,-0.845198,3.92361,-2.35619,-1.97343
-1,4,-0.844638,3.92491,-2.35619,-1.97857
-1,4,-0.844097,3.92614,-2.35619,-1.9922
-1,4,-0.843892,3.92658,-2.35619,-2.00975
-1,4,-0.843948,3.92647,-2.35619,-2.04851
-1,4,-0.842442,3.92929,-2.35619,-2.04978
-1,4,-0.837976,3.93812,-2.35619,-2.0431
-1,4,-0.837258,3.9395,-2.35619,-2.08285
-1,4,-0.839809,3.93541,-2.35619,-2.17546
-1,4,-0.841704,3.9328,-2.35619,-2.22027
-2,3,-0.84554,3.92805,-2.35619,-2.27871
-2,3,-0.85441,3.91832,-2.35619,-2.33545
-2,3,-0.871228,3.9018,-2.35619,-2.39199
-2,3,-0.896766,3.87939,-2.35619,-2.44856
-2,3,-0.918981,3.86164,-2.35619,-2.48627
-2,3,-0.960552,3.83156,-2.35619,-2.54283
-2,3,-1.01233,3.79836,-2.35619,-2.59806
-2,3,-1.04982,3.77619,-2.35619,-2.61277
-2,3,-1.10913,3.74127,-2.35619,-2.59959
-2,3,-1.15058,3.71557,-2.35619,-2.57091
-2,3,-1.21519,3.6712,-2.35619,-2.50422
-2,3,-1.25818,3.63799,-2.35619,-2.46621
-2,3,-1.32085,3.58583,-2.35619,-2.4323
-2,3,-1.3618,3.55006,-2.35619,-2.41519
-2,3,-1.44252,3.47717,-2.35619,-2.40099
-2,3,-1.5026,3.42196,-2.35619,-2.39623
-2,3,-1.56248,3.36653,-2.35619,-2.39335
-2,3,-1.62152,3.31157,-2.35619,-2.38768
-2,3,-1.67639,3.25993,-2.35619,-2.38592
-2,3,-1.72364,3.21537,-2.35619,-2.38477
-2,3,-1.7509,3.18959,-2.35619,-2.38384
-2,3,-1.78546,3.15685,-2.35619,-2.38249
-2,3,-1.81341,3.13038,-2.35619,-2.38515
-2,3,-1.83766,3.10758,-2.35619,-2.38872
-3,2,-1.85162,3.09452,-1.5708,-2.39078
-3,2,-1.88733,3.06134,-1.5708,-2.3949
-3,2,-1.92312,3.02833,-1.5708,-2.39798
-3,2,-1.96598,2.98894,-1.5708,-2.39512
-3,2,-1.99651,2.9602,-1.5708,-2.37507
-3,2,-2.02785,2.929,-1.5708,-2.33901
-3,2,-2.07501,2.87621,-1.5708,-2.25619
-3,2,-2.12165,2.81299,-1.5708,-2.15613
-3,2,-2.15037,2.76691,-1.5708,-2.10446
-3,2,-2.17719,2.71965,-1.5708,-2.07191
-3,2,-2.20275,2.67168,-1.5708,-2.0491
-3,2,-2.22734,2.62319,-1.5708,-2.03246
-3,2,-2.26312,2.54989,-1.5708,-2.01923
-3,2,-2.2866,2.50082,-1.5708,-2.01559
-3,2,-2.3216,2.42711,-1.5708,-2.01296
-3,2,-2.35645,2.35333,-1.5708,-2.01146
-3,2,-2.37963,2.30412,-1.5708,-2.01068
-3,2,-2.4138,2.23125,-1.5708,-1.99959
-3,2,-2.44295,2.16484,-1.5708,-1.97263
-3,2,-2.45973,2.12479,-1.5708,-1.96141
-3,2,-2.47431,2.08884,-1.5708,-1.95008
-3,2,-2.4927,2.04181,-1.5708,-1.93958
-3,2,-2.5076,2.00313,-1.5708,-1.93812
-3,2,-2.51969,1.97211,-1.5708,-1.95208
-3,2,-2.53278,1.94139,-1.5708,-2.00644
-3,2,-2.53578,1.9351,-1.5708,-2.02523
-3,2,-2.54903,1.91014,-1.5708,-2.09158
-3,2,-2.5563,1.89788,-1.5708,-2.11946
-3,2,-2.56758,1.88017,-1.5708,-2.16068
-3,2,-2.57923,1.86332,-1.5708,-2.18973
-3,2,-2.5906,1.84774,-1.5708,-2.21305
-3,2,-2.59819,1.83776,-1.5708,-2.22875
-3,2,-2.60884,1.82425,-1.5708,-2.24846
-3,2,-2.61893,1.81194,-1.5708,-2.26724
-3,2,-2.62839,1.80084,-1.5708,-2.28494
-3,2,-2.63748,1.79052,-1.5708,-2.30197
-3,2,-2.64316,1.78425,-1.5708,-2.31251
-3,2,-2.65143,1.77536,-1.5708,-2.32835
-3,2,-2.65919,1.76728,-1.5708,-2.34348
-3,2,-2.66883,1.75757,-1.5708,-2.36219
-3,2,-2.67568,1.75089,-1.5708,-2.37585
-3,2,-2.68435,1.7427,-1.5708,-2.39323
