q_diag,r_diag,horizon,tolerance,dt_
0.5,0.5,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
-3,2,-2.80143,1.95538,-1.5708,-1.91816
-3,2,-2.80224,1.95313,-1.5708,-1.91674
-3,2,-2.80318,1.95051,-1.5708,-1.91226
-3,2,-2.80377,1.94884,-1.5708,-1.90701
-3,2,-2.80443,1.94695,-1.5708,-1.89668
-3,2,-2.80487,1.94559,-1.5708,-1.88151
-3,2,-2.80508,1.94493,-1.5708,-1.86664
-3,2,-2.80519,1.94457,-1.5708,-1.84013
-3,2,-2.80518,1.94465,-1.5708,-1.8242
-3,2,-2.80506,1.94513,-1.5708,-1.79501
-3,2,-2.80486,1.94611,-1.5708,-1.76043
-3,2,-2.80452,1.94823,-1.5708,-1.70846
-3,2,-2.80426,1.95056,-1.5708,-1.66563
-3,2,-2.80405,1.95346,-1.5708,-1.62372
-3,2,-2.80394,1.95805,-1.5708,-1.57004
-3,2,-2.80403,1.962,-1.5708,-1.53324
-3,2,-2.80426,1.96621,-1.5708,-1.49944
-3,2,-2.80465,1.9706,-1.5708,-1.46846
-3,2,-2.80519,1.97516,-1.5708,-1.44157
-3,2,-2.80585,1.97974,-1.5708,-1.41725
-3,2,-2.80688,1.98582,-1.5708,-1.38879
-3,2,-2.80775,1.99029,-1.5708,-1.37044
-3,2,-2.80899,1.99605,-1.5708,-1.34952
-3,2,-2.81028,2.00155,-1.5708,-1.33166
-3,2,-2.81127,2.0055,-1.5708,-1.32004
-3,2,-2.81257,2.01044,-1.5708,-1.3071
-3,2,-2.81323,2.01284,-1.5708,-1.30119
-3,2,-2.81417,2.01619,-1.5708,-1.294
-3,2,-2.81508,2.01935,-1.5708,-1.28811
-3,2,-2.81623,2.02328,-1.5708,-1.28188
-3,2,-2.81703,2.02594,-1.5708,-1.27884
-3,2,-2.81801,2.02918,-1.5708,-1.27668
-3,2,-2.81868,2.03139,-1.5708,-1.27666
-3,2,-2.81928,2.03338,-1.5708,-1.27785
-3,2,-2.81999,2.03574,-1.5708,-1.28154
-3,2,-2.82057,2.03774,-1.5708,-1.28812
-3,2,-2.82082,2.0386,-1.5708,-1.29301
-3,2,-2.82112,2.03968,-1.5708,-1.30163
-3,2,-2.82128,2.04025,-1.5708,-1.30819
-3,2,-2.8215,2.04113,-1.5708,-1.32613
-3,2,-2.82158,2.04143,-1.5708,-1.34245
-3,2,-2.82155,2.04134,-1.5708,-1.37026
-3,2,-2.82142,2.04065,-1.5708,-1.40279
-3,2,-2.82122,2.03932,-1.5708,-1.44111
-3,2,-2.82105,2.03785,-1.5708,-1.47254
-3,1,-2.82085,2.0353,-0.321751,-1.5159
-3,1,-2.8216,2.04533,-0.321751,-1.46718
-3,1,-2.82115,2.04273,-0.321751,-1.39889
-3,1,-2.81675,2.02206,-0.321751,-1.33132
-3,1,-2.80939,1.99506,-0.321751,-1.28068
-3,1,-2.79229,1.94437,-0.321751,-1.21317
-3,1,-2.76475,1.87786,-0.321751,-1.14566
-3,1,-2.73722,1.82088,-0.321751,-1.09751
-3,1,-2.71907,1.78647,-0.321751,-1.07401
-3,1,-2.68508,1.72578,-0.321751,-1.05009
-3,1,-2.65584,1.67496,-0.321751,-1.04888
-3,1,-2.6306,1.63064,-0.321751,-1.05884
-3,1,-2.61403,1.60087,-0.321751,-1.06841
-3,1,-2.59434,1.56437,-0.321751,-1.08393
-3,1,-2.57596,1.52894,-0.321751,-1.09991
-3,1,-2.56032,1.4977,-0.321751,-1.11548
-3,1,-2.55344,1.48348,-0.321751,-1.12453
-3,1,-2.54344,1.46221,-0.321751,-1.1378
-3,1,-2.53191,1.43672,-0.321751,-1.15479
-3,1,-2.52411,1.41877,-0.321751,-1.16737
-3,1,-2.51469,1.3962,-0.321751,-1.18368
-3,1,-2.50837,1.38045,-0.321751,-1.19513
-3,1,-2.5025,1.3653,-0.321751,-1.20676
-3,1,-2.49543,1.34632,-0.321751,-1.22184
-3,1,-2.49221,1.33737,-0.321751,-1.229
-3,1,-2.48765,1.32434,-0.321751,-1.23968
-3,1,-2.48347,1.312,-0.321751,-1.24998
-3,1,-2.47962,1.30023,-0.321751,-1.26004
-3,1,-2.47496,1.28539,-0.321751,-1.27273
-3,1,-2.46979,1.2681,-0.321751,-1.288
-3,1,-2.46524,1.25202,-0.321751,-1.3027
-3,1,-2.46279,1.24297,-0.321751,-1.31103
-3,1,-2.4605,1.23422,-0.321751,-1.31931
-3,1,-2.45772,1.22314,-0.321751,-1.32981
-3,1,-2.45521,1.21272,-0.321751,-1.33979
-3,1,-2.45242,1.20053,-0.321751,-1.3515
-3,1,-2.45041,1.19133,-0.321751,-1.36042
-3,1,-2.44859,1.18263,-0.321751,-1.36882
-3,1,-2.44655,1.17243,-0.321751,-1.37854
-3,1,-2.4458,1.16852,-0.321751,-1.38221
-3,1,-2.4444,1.16108,-0.321751,-1.38901
-3,1,-2.44314,1.1541,-0.321751,-1.395
-3,1,-2.44172,1.14597,-0.321751,-1.40137
-3,1,-2.44071,1.13998,-0.321751,-1.40527
-3,1,-2.43979,1.13446,-0.321751,-1.4078
-3,1,-2.43877,1.12823,-0.321751,-1.40815
-3,1,-2.43823,1.12494,-0.321751,-1.40585
-3,1,-2.43776,1.12214,-0.321751,-1.39897
-3,1,-2.43726,1.11941,-0.321751,-1.37972
-3,1,-2.43386,1.10203,-0.321751,-1.37461
-3,1,-2.43014,1.0854,-0.321751,-1.29288
-3,1,-2.42939,1.08296,-0.321751,-1.20009
-3,1,-2.4333,1.09073,-0.321751,-1.04767
-3,1,-2.4463,1.10886,-0.321751,-0.861256
-3,1,-2.45768,1.12076,-0.321751,-0.756843
-3,1,-2.47942,1.13818,-0.321751,-0.601515
-3,1,-2.52714,1.16379,-0.321751,-0.407413
-3,1,-2.56982,1.17947,-0.321751,-0.304438
-3,1,-2.61194,1.19098,-0.321751,-0.23281
-3,1,-2.65221,1.19931,-0.321751,-0.178249
-3,1,-2.68979,1.20529,-0.321751,-0.137564
-3,1,-2.72416,1.2095,-0.321751,-0.106847
-3,1,-2.74859,1.21186,-0.321751,-0.0863564
-3,1,-2.77735,1.21405,-0.321751,-0.066114
-3,1,-2.8026,1.21552,-0.321751,-0.0500965
-3,1,-2.83168,1.21671,-0.321751,-0.0320468
-3,1,-2.85136,1.21721,-0.321751,-0.0196865
-3,1,-2.86902,1.21746,-0.321751,-0.00878683
-3,1,-2.88096,1.21752,-0.321751,-0.00128098
-3,1,-2.8954,1.21747,-0.321751,0.00812312
-3,1,-2.90833,1.21731,-0.321751,0.0168165
-3,1,-2.92286,1.21699,-0.321751,0.0271166
-3,1,-2.93295,1.21668,-0.321751,0.0345567
-3,1,-2.94201,1.21633,-0.321751,0.0414711
-3,1,-2.9502,1.21597,-0.321751,0.0478724
-3,1,-2.954,1.21578,-0.321751,0.0508563
-3,1,-2.95925,1.2155,-0.321751,0.0548762
-3,1,-2.96423,1.21522,-0.321751,0.0586018
-3,1,-2.9701,1.21486,-0.321751,0.0624653
-3,1,-2.97534,1.21452,-0.321751,0.0652437
-3,1,-2.98012,1.21421,-0.321751,0.0667157
-3,1,-2.9833,1.21399,-0.321751,0.0665912
-3,1,-2.98706,1.21375,-0.321751,0.0648601
-3,1,-2.98955,1.21359,-0.321751,0.0620345
-3,1,-2.99172,1.21346,-0.321751,0.0572044
-3,1,-2.99425,1.21333,-0.321751,0.0482419
-3,1,-2.99654,1.21323,-0.321751,0.0307294
-3,1,-2.99747,1.21321,-0.321751,0.0159083
-3,1,-2.9981,1.21321,-0.321751,-0.010902
-3,1,-2.99799,1.21321,-0.321751,-0.046278
-3,1,-2.99646,1.2131,-0.321751,-0.108935
-3,1,-2.99465,1.21287,-0.321751,-0.154492
-3,1,-2.99216,1.21242,-0.321751,-0.20362
-3,1,-2.98769,1.21135,-0.321751,-0.267105
-3,1,-2.98243,1.20974,-0.321751,-0.326689
-3,1,-2.97642,1.20753,-0.321751,-0.378169
-3,1,-2.97171,1.20557,-0.321751,-0.412216
-3,1,-2.96533,1.20262,-0.321751,-0.452283
-3,1,-2.95898,1.19941,-0.321751,-0.486014
-3,1,-2.95432,1.19688,-0.321751,-0.508247
-3,1,-2.94981,1.19431,-0.321751,-0.527661
-3,1,-2.94403,1.19086,-0.321751,-0.550283
-3,1,-2.93991,1.18829,-0.321751,-0.565
-3,1,-2.93344,1.18409,-0.321751,-0.586096
-3,1,-2.9287,1.1809,-0.321751,-0.599514
-3,1,-2.92435,1.1779,-0.321751,-0.610446
-3,1,-2.92036,1.17508,-0.321751,-0.619188
-3,1,-2.91757,1.17308,-0.321751,-0.624495
-3,1,-2.91498,1.1712,-0.321751,-0.628666
-3,1,-2.91182,1.1689,-0.321751,-0.632287
-3,1,-2.90901,1.16684,-0.321751,-0.633842
-3,1,-2.9065,1.16499,-0.321751,-0.633143
-3,1,-2.90432,1.1634,-0.321751,-0.62975
-3,1,-2.90245,1.16204,-0.321751,-0.623608
-3,1,-2.9013,1.16122,-0.321751,-0.616916
-3,1,-2.90006,1.16034,-0.321751,-0.604604
-3,1,-2.89937,1.15987,-0.321751,-0.592456
-3,1,-2.89895,1.15959,-0.321751,-0.577545
-3,1,-2.89874,1.15945,-0.321751,-0.552239
-3,1,-2.89933,1.15979,-0.321751,-0.511722
-3,1,-2.90016,1.16023,-0.321751,-0.482514
-3,1,-2.90187,1.16107,-0.321751,-0.438906
-3,1,-2.90357,1.16183,-0.321751,-0.403286
0,0,-2.90574,1.1627,-0.321751,-0.367582
0,0,-2.91379,1.16576,-0.321751,-0.356611
0,0,-2.90938,1.16417,-0.321751,-0.342677
0,0,-2.89459,1.15899,-0.321751,-0.332085
0,0,-2.86991,1.15063,-0.321751,-0.321471
0,0,-2.80656,1.13019,-0.321751,-0.303784
0,0,-2.73573,1.10856,-0.321751,-0.289634
0,0,-2.64738,1.08289,-0.321751,-0.279101
0,0,-2.57435,1.06111,-0.321751,-0.305977
0,0,-2.49767,1.03474,-0.321751,-0.353064
0,0,-2.42133,1.00584,-0.321751,-0.368784
0,0,-2.34527,0.976253,-0.321751,-0.371801
0,0,-2.21857,0.926821,-0.321751,-0.372086
0,0,-2.11722,0.887261,-0.321751,-0.372136
0,0,-2.04121,0.85759,-0.321751,-0.372136
0,0,-1.96519,0.82792,-0.321751,-0.372134
0,0,-1.86384,0.788359,-0.321751,-0.372132
0,0,-1.73715,0.738908,-0.321751,-0.372132
0,0,-1.66113,0.709238,-0.321751,-0.372132
0,0,-1.55978,0.669677,-0.321751,-0.372132
0,0,-1.45843,0.630117,-0.321751,-0.372132
0,0,-1.33174,0.580666,-0.321751,-0.372131
0,0,-1.25572,0.550996,-0.321751,-0.372131
0,0,-1.20505,0.531216,-0.321751,-0.372131
0,0,-1.10369,0.491655,-0.321751,-0.372131
0,0,-1.00234,0.452095,-0.321751,-0.37213
0,0,-0.900987,0.412534,-0.321751,-0.37213
0,0,-0.799634,0.372974,-0.321751,-0.37213
0,0,-0.7245,0.343631,-0.321751,-0.373818
0,0,-0.655727,0.316626,-0.321751,-0.374081
0,0,-0.591267,0.291327,-0.321751,-0.374062
0,0,-0.533926,0.268801,-0.321751,-0.374653
0,0,-0.450291,0.235847,-0.321751,-0.376136
0,0,-0.392854,0.213122,-0.321751,-0.377506
0,0,-0.35477,0.197994,-0.321751,-0.378765
0,0,-0.320215,0.184216,-0.321751,-0.380069
0,0,-0.278737,0.167605,-0.321751,-0.381826
0,0,-0.242341,0.152954,-0.321751,-0.383587
0,0,-0.225988,0.146346,-0.321751,-0.384493
0,0,-0.203123,0.137075,-0.321751,-0.385919
0,0,-0.180098,0.127703,-0.321751,-0.387169
0,0,-0.149383,0.115136,-0.321751,-0.389564
0,0,-0.130605,0.107407,-0.321751,-0.391556
0,0,-0.12681,0.105839,-0.321751,-0.393037
0,0,-0.126812,0.10584,-0.321751,-0.393057
0,0,-0.126811,0.105839,-0.321751,-0.393055
0,0,-0.126812,0.10584,-0.321751,-0.393054
0,0,-0.126812,0.105839,-0.321751,-0.393053
0,0,-0.126812,0.10584,-0.321751,-0.393052
0,0,-0.126812,0.10584,-0.321751,-0.393051
0,0,-0.126812,0.105839,-0.321751,-0.393051
0,0,-0.126812,0.10584,-0.321751,-0.39305
