q_diag,r_diag,horizon,tolerance,dt_
1,0.1,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
0,0,-2.97901,1.16834,-0.321751,-0.34009
0,0,-2.96362,1.16251,-0.321751,-0.382961
0,0,-2.94425,1.15421,-0.321751,-0.425817
0,0,-2.92108,1.14309,-0.321751,-0.468669
0,0,-2.89432,1.12881,-0.321751,-0.511518
0,0,-2.86477,1.11141,-0.321751,-0.550171
0,0,-2.81815,1.08184,-0.321751,-0.574157
0,0,-2.78484,1.06032,-0.321751,-0.570186
0,0,-2.73066,1.02672,-0.321751,-0.534165
0,0,-2.67022,0.99362,-0.321751,-0.462243
0,0,-2.6249,0.972649,-0.321751,-0.402232
0,0,-2.5507,0.944736,-0.321751,-0.329367
0,0,-2.50049,0.927965,-0.321751,-0.320983
0,0,-2.44927,0.910614,-0.321751,-0.334039
0,0,-2.39796,0.89245,-0.321751,-0.346235
0,0,-2.32129,0.864501,-0.321751,-0.349262
0,0,-2.24459,0.836682,-0.321751,-0.346931
0,0,-2.16785,0.808945,-0.321751,-0.346804
0,0,-2.0911,0.781208,-0.321751,-0.346846
0,0,-2.01436,0.753467,-0.321751,-0.346862
0,0,-1.9632,0.734974,-0.321751,-0.346864
0,0,-1.88646,0.707234,-0.321751,-0.346862
0,0,-1.80972,0.679493,-0.321751,-0.34686
0,0,-1.73298,0.651753,-0.321751,-0.34686
0,0,-1.68182,0.63326,-0.321751,-0.346861
0,0,-1.63066,0.614766,-0.321751,-0.34686
0,0,-1.55392,0.587026,-0.321751,-0.346861
0,0,-1.47718,0.559286,-0.321751,-0.346861
0,0,-1.40044,0.531546,-0.321751,-0.34686
0,0,-1.34928,0.513052,-0.321751,-0.346859
0,0,-1.27254,0.485312,-0.321751,-0.346861
0,0,-1.1958,0.457572,-0.321751,-0.34686
0,0,-1.11906,0.429832,-0.321751,-0.346858
0,0,-1.04232,0.402092,-0.321751,-0.346858
0,0,-0.965584,0.374352,-0.321751,-0.346859
0,0,-0.888843,0.346612,-0.321751,-0.346859
0,0,-0.812103,0.318872,-0.321751,-0.346858
0,0,-0.760943,0.300379,-0.321751,-0.346857
0,0,-0.684203,0.272638,-0.321751,-0.346858
0,0,-0.607463,0.244899,-0.321751,-0.346858
0,0,-0.556302,0.226405,-0.321751,-0.346856
0,0,-0.479562,0.198665,-0.321751,-0.346857
0,0,-0.402822,0.170926,-0.321751,-0.346858
0,0,-0.326082,0.143186,-0.321751,-0.346856
0,0,-0.249342,0.115446,-0.321751,-0.346854
0,0,-0.201443,0.0981213,-0.321751,-0.347284
0,0,-0.1579,0.0823508,-0.321751,-0.347698
0,0,-0.100752,0.0616188,-0.321751,-0.348328
0,0,-0.0397831,0.0394509,-0.321751,-0.349169
0,0,0.0119677,0.0205806,-0.321751,-0.350223
0,0,0.0338111,0.0125925,-0.321751,-0.351064
0,0,0.0387919,0.010767,-0.321751,-0.35169
0,0,0.0387902,0.0107678,-0.321751,-0.351697
0,0,0.0387912,0.0107674,-0.321751,-0.351696
0,0,0.0387905,0.0107677,-0.321751,-0.351694
0,0,0.0387909,0.0107674,-0.321751,-0.351694
0,0,0.0387907,0.0107676,-0.321751,-0.351692
0,0,0.0387907,0.0107675,-0.321751,-0.351691
0,0,0.0387907,0.0107675,-0.321751,-0.35169
