q_diag,r_diag,horizon,tolerance,dt_
0.85,0.2,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
-3,2,-2.7061,1.70103,-1.5708,-2.46044
-3,2,-2.71324,1.69533,-1.5708,-2.47571
-3,2,-2.71994,1.69014,-1.5708,-2.49002
-3,2,-2.72471,1.68654,-1.5708,-2.5002
-3,2,-2.73075,1.68209,-1.5708,-2.51287
-3,2,-2.73648,1.67797,-1.5708,-2.52494
-3,2,-2.74186,1.6742,-1.5708,-2.53606
-3,2,-2.74568,1.67157,-1.5708,-2.54383
-3,2,-2.74929,1.66913,-1.5708,-2.5509
-3,2,-2.75272,1.66685,-1.5708,-2.55742
-3,2,-2.75801,1.66339,-1.5708,-2.56684
-3,2,-2.76188,1.6609,-1.5708,-2.57283
-3,2,-2.76532,1.6587,-1.5708,-2.57658
-3,2,-2.76822,1.65687,-1.5708,-2.5758
-3,2,-2.77405,1.65313,-1.5708,-2.57415
-3,2,-2.78278,1.64764,-1.5708,-2.57499
-3,2,-2.78641,1.64522,-1.5708,-2.51436
-3,2,-2.78648,1.6454,-1.5708,-2.36014
-3,2,-2.7761,1.65793,-1.5708,-2.19046
-3,2,-2.76059,1.6851,-1.5708,-1.99615
-3,2,-2.74701,1.72633,-1.5708,-1.79794
-3,2,-2.73926,1.78574,-1.5708,-1.6181
-3,2,-2.73897,1.82039,-1.5708,-1.54279
-3,2,-2.74006,1.84239,-1.5708,-1.50006
-3,2,-2.74558,1.89101,-1.5708,-1.41886
-3,2,-2.75134,1.92337,-1.5708,-1.37123
-3,2,-2.75742,1.95063,-1.5708,-1.33251
-3,2,-2.76197,1.9684,-1.5708,-1.30712
-3,2,-2.76652,1.98449,-1.5708,-1.28348
-3,2,-2.77361,2.00702,-1.5708,-1.24905
-3,2,-2.7785,2.02113,-1.5708,-1.22565
-3,2,-2.78182,2.03014,-1.5708,-1.20946
-3,2,-2.7859,2.04061,-1.5708,-1.18956
-3,2,-2.7895,2.04936,-1.5708,-1.1716
-3,2,-2.79203,2.05524,-1.5708,-1.15878
-3,2,-2.79506,2.06203,-1.5708,-1.14323
-3,2,-2.79715,2.06654,-1.5708,-1.13256
-3,2,-2.7997,2.07189,-1.5708,-1.11961
-3,2,-2.80145,2.07547,-1.5708,-1.11099
-3,2,-2.80353,2.0796,-1.5708,-1.10141
-3,2,-2.80447,2.08146,-1.5708,-1.09744
-3,2,-2.80622,2.08485,-1.5708,-1.09125
-3,2,-2.80772,2.08771,-1.5708,-1.08836
-3,2,-2.8089,2.08997,-1.5708,-1.09017
-3,2,-2.80974,2.0916,-1.5708,-1.10038
-3,2,-2.81163,2.09546,-1.5708,-1.11354
-3,2,-2.81453,2.10132,-1.5708,-1.1275
-3,2,-2.81418,2.10039,-1.5708,-1.21903
-3,2,-2.81314,2.09728,-1.5708,-1.28034
-3,2,-2.811,2.0881,-1.5708,-1.3928
-3,2,-2.80942,2.07579,-1.5708,-1.48935
-3,2,-2.80886,2.06193,-1.5708,-1.56961
-3,2,-2.80911,2.05127,-1.5708,-1.62122
